"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     
          0,           0,          63,      -4.984986009,      -2.898988929,      -3.588747985,      -4.917400188,      -1.105443788
          0,           0,          64,      -4.995175424,      -2.908185448,      -3.601521302,      -4.932678071,      -1.126674253
          0,           0,          65,      -5.005269095,      -2.917247287,      -3.614076596,      -4.943807172,      -1.141749052
          0,           0,          66,      -5.015194924,      -2.926207634,      -3.626390128,      -4.951870335,      -1.152266317
          0,           0,          67,      -5.024971475,      -2.935092194,      -3.638489791,      -4.957980294,        -1.1598865
          0,           0,          68,        -5.0346563,      -2.943903794,      -3.650401671,      -4.962870669,      -1.165743192
          0,           0,          69,       -5.04427087,      -2.952645205,      -3.662129886,      -4.966948245,      -1.170489081
          0,           0,          70,       -5.05381896,      -2.961318125,      -3.673680348,      -4.970452863,       -1.17449983
          0,           0,          71,       -5.06329795,      -2.969921156,        -3.6850573,      -4.973524302,      -1.177986927
          0,           0,          72,      -5.072703515,      -2.978451186,      -3.696264393,      -4.976243733,      -1.181066993
          0,           0,          73,      -5.082031127,      -2.986904563,      -3.707304814,      -4.978658823,       -1.18380435
          0,           0,          74,      -5.091276437,       -2.99527763,      -3.718180289,      -4.980807178,      -1.186242154
          0,           0,          75,      -5.100435519,      -3.003567011,      -3.728882612,      -4.982710761,      -1.188407498
          0,           0,          76,         -5.109505,      -3.011768965,       -3.73942524,      -4.984402701,      -1.190332455
          0,           0,          77,      -5.118482729,      -3.019880966,      -3.749804752,       -4.98588897,      -1.192026863
          0,           0,          78,      -5.127364612,      -3.027940221,      -3.760036589,      -4.987246335,      -1.193559195
          0,           0,          79,      -5.136169526,      -3.035976155,      -3.770271607,      -4.988844345,      -1.195305455
          0,           0,          80,      -5.144921017,      -3.043908113,      -3.780713849,      -4.991068978,      -1.197723962
          0,           0,          81,      -5.153567961,       -3.05174063,      -3.791164263,      -4.993657457,       -1.20057142
          0,           0,          82,      -5.162066688,      -3.059467251,      -3.801362914,      -4.996344329,      -1.203567594
          0,           0,          83,      -5.170431198,      -3.067112319,      -3.811325768,      -4.998847719,      -1.206394594
          0,           0,          84,      -5.178718409,      -3.074730321,      -3.821168515,      -5.001015614,      -1.208864633
          0,           0,          85,      -5.186987432,      -3.082249963,       -3.83094027,      -5.002029621,      -1.210178023
          0,           0,          86,      -5.195144706,      -3.089664909,      -3.840490731,       -4.99914262,      -1.208052238
          0,           0,          87,      -5.203181049,      -3.096970706,      -3.849820028,      -5.000265434,      -1.209373071
          0,           0,          88,       -5.21110735,      -3.104193333,      -3.858871877,      -5.004375663,      -1.214340587
          0,           0,          89,       -5.21906984,      -3.111367938,      -3.868325637,      -5.004884074,       -1.21517146
          0,           0,          90,       -5.22698924,      -3.118483075,      -3.878120465,      -5.006024643,      -1.216345843
          0,           0,          91,      -5.234813764,      -3.125546844,      -3.888126128,      -5.004087638,      -1.214929247
          0,           0,          92,      -5.242483177,       -3.13255302,      -3.898071128,      -5.000442476,      -1.212609631
          0,           0,          93,      -5.249973997,      -3.139489508,      -3.907827403,      -5.004647512,      -1.217218924
          0,           0,          94,      -5.257317563,      -3.146344971,      -3.917418139,      -5.010267444,       -1.22307945
          0,           0,          95,      -5.264542981,      -3.153109252,       -3.92685933,      -5.015536851,       -1.22856736
          0,           0,          96,      -5.271662272,      -3.159774685,      -3.936153714,      -5.020186421,      -1.233400081
          0,           0,          97,      -5.278678311,      -3.166335628,      -3.945318202,      -5.024300362,      -1.237648059
          0,           0,          98,      -5.285597859,      -3.172806235,      -3.954313146,      -5.027929031,      -1.241370672
          0,           0,          99,      -5.292421236,       -3.17916611,      -3.963131714,      -5.031189922,      -1.244689156
          0,           0,         100,      -5.299143056,      -3.185412484,      -3.971766608,      -5.034145537,      -1.247667128
          0,           0,         101,      -5.305764265,      -3.191621799,      -3.980121215,      -5.036702664,      -1.250217333
          0,           0,         102,       -5.31265368,      -3.198756171,      -3.988879163,      -5.038488086,      -1.251937849
          0,           0,         103,      -5.320482376,      -3.205725696,      -3.998605598,       -5.05635699,      -1.270507917
          0,           0,         104,      -5.328337974,      -3.212759299,      -4.008835481,      -5.050652835,      -1.265351144
          0,           0,         105,      -5.336236079,      -3.219865025,      -4.019002784,       -5.04478916,      -1.261695035
          0,           0,         106,      -5.344187295,      -3.226999723,      -4.028968479,      -5.033242373,         -1.249877
          0,           0,         107,      -5.352438487,      -3.234366855,      -4.040301369,      -5.023832467,      -1.239218973
          0,           0,         108,      -5.361059639,      -3.241000677,      -4.051613768,        -5.0390722,      -1.256679618
          0,           0,         109,      -5.368908732,      -3.247228348,      -4.061964046,      -5.006727643,      -1.227241273
          0,           0,         110,      -5.376392887,      -3.253313131,      -4.071140589,      -4.968659661,      -1.192744058
          0,           0,         111,      -5.383751243,      -3.259647391,      -4.080531252,      -4.952287909,       -1.17330068
          0,           0,         112,      -5.390975375,      -3.266020579,      -4.089968525,      -4.945481617,      -1.162348257
          0,           0,         113,      -5.397994456,      -3.272069748,      -4.098764856,      -4.937665324,      -1.152076681
          0,           0,         114,      -5.404796466,      -3.277876196,      -4.107051477,      -4.928585327,      -1.141403185
          0,           0,         115,      -5.411352666,      -3.283473687,      -4.115811243,      -4.915513764,      -1.128052152
          0,           0,         116,      -5.417538072,      -3.289048665,       -4.12397552,      -4.904845894,      -1.116783289
          0,           0,         117,      -5.423937786,      -3.294594662,      -4.130928865,      -4.894873904,      -1.105979388
          0,           0,         118,      -5.430205927,      -3.300015529,      -4.138077856,      -4.884465269,      -1.094607161
          0,           0,         119,      -5.436173277,      -3.305211824,      -4.145345261,      -4.872616761,      -1.082177438
          0,           0,         120,      -5.441857483,      -3.310204679,      -4.151744267,      -4.860238291,       -1.06924778
          0,           0,         121,      -5.447327659,      -3.315014736,      -4.156967609,      -4.845663035,      -1.053839491
          0,           0,         122,      -5.452618859,       -3.31962825,      -4.161777915,      -4.826734581,      -1.033776301
          0,           0,         123,      -5.457738891,      -3.324042336,      -4.166297871,      -4.809432455,      -1.015601595
          0,           0,         124,      -5.462691002,       -3.32827843,      -4.169895214,       -4.79355625,     -0.9989378455
          0,           0,         125,      -5.467451116,      -3.332353647,      -4.172533396,      -4.778849385,     -0.9833326731
          0,           0,         126,      -5.471996209,      -3.336266422,      -4.175136953,      -4.764760567,     -0.9680745028
          0,           0,         127,      -5.476410458,      -3.340013062,      -4.177612931,      -4.749674624,     -0.9519065489
          0,           0,         128,      -5.480682293,      -3.343625001,      -4.179087846,      -4.735124562,     -0.9360558296
          0,           0,         129,       -5.48477877,      -3.347130108,      -4.179974059,      -4.721143321,      -0.920531488
          0,           0,         130,      -5.488790656,      -3.350419907,      -4.183126479,      -4.707564107,     -0.9052336184
          0,           0,         131,      -5.492697365,      -3.353583375,      -4.186000561,      -4.694363262,     -0.8903524713
          0,           0,         132,      -5.496250835,      -3.356669728,      -4.186302734,      -4.681773591,     -0.8759462603
          0,           0,         133,       -5.49944379,      -3.359613896,      -4.186337577,      -4.669741261,     -0.8618541913
          0,           0,         134,      -5.502433961,      -3.362405445,      -4.186534595,      -4.667464122,     -0.8577729838
          0,           0,         135,      -5.505371294,      -3.365262692,      -4.186204215,       -4.66505484,     -0.8533232821
          0,           0,         136,      -5.508395968,      -3.367857928,      -4.185246299,      -4.663147128,     -0.8494453045
          0,           0,         137,      -5.511240097,      -3.370088317,      -4.185165872,      -4.659162412,     -0.8434173499
          0,           0,         138,      -5.513533315,      -3.372407325,      -4.184379968,      -4.654471158,     -0.8369878032
          0,           0,         139,       -5.51566432,      -3.374749088,      -4.183397163,      -4.641930393,     -0.8258762779
          0,           0,         140,      -5.517787584,      -3.376874096,      -4.182172343,      -4.644613908,     -0.8302625521
          0,           0,         141,      -5.519656743,      -3.378884796,        -4.1802576,      -4.648413025,     -0.8363338483
          0,           0,         142,      -5.521452274,      -3.380886827,      -4.176574853,      -4.645169726,     -0.8363623951
          0,           0,         143,      -5.523067331,      -3.382684586,      -4.173841457,      -4.641388878,     -0.8351527018
          0,           0,         144,      -5.524594133,      -3.384343907,      -4.171451935,      -4.637838767,     -0.8332570389
          0,           0,         145,      -5.526060408,      -3.385921493,      -4.168900298,      -4.633785446,     -0.8303138394
          0,           0,         146,      -5.527417306,      -3.387413082,      -4.166046877,      -4.628371532,     -0.8258619404
          0,           0,         147,      -5.528649775,      -3.388809375,       -4.16312649,      -4.620887433,     -0.8195367827
          0,           0,         148,       -5.52976907,      -3.390098067,      -4.160813989,      -4.613563788,     -0.8129138958
          0,           0,         149,      -5.530791457,      -3.391285908,      -4.158476469,      -4.605926913,     -0.8057462426
          0,           0,         150,      -5.531706128,      -3.392375766,      -4.156047568,      -4.597430511,      -0.797695762
          0,           0,         151,      -5.532599197,      -3.393387335,      -4.154144011,      -4.588959588,     -0.7894605745
          0,           0,         152,       -5.53309649,      -3.394248382,      -4.151239488,      -4.585044958,     -0.7864076659
          0,           0,         153,      -5.533081945,      -3.394944678,      -4.145405699,      -4.579718528,      -0.782510966
          0,           0,         154,      -5.532926964,      -3.395467695,      -4.140498391,      -4.567716012,     -0.7706105959
          0,           0,         155,      -5.532777346,      -3.395837046,      -4.136847598,      -4.554864472,     -0.7569918997
          0,           0,         156,      -5.532630397,      -3.396116925,      -4.133564994,      -4.542416277,     -0.7434114462
          0,           0,         157,      -5.532465993,      -3.396335554,       -4.13089937,      -4.530939595,     -0.7305816572
          0,           0,         158,       -5.53227697,      -3.396501539,      -4.128362508,      -4.520880499,     -0.7189135515
          0,           0,         159,      -5.532063912,      -3.396544865,      -4.126251104,      -4.510301583,     -0.7071410925
          0,           0,         160,      -5.531801006,      -3.396606792,      -4.124179953,      -4.495279567,     -0.6927759925
          0,           0,         161,      -5.531508401,      -3.396621646,      -4.122106464,      -4.481123198,      -0.679062716
          0,           0,         162,      -5.531138119,       -3.39657493,      -4.120390584,      -4.473813465,     -0.6719056633
          0,           0,         163,      -5.530687626,      -3.396468457,      -4.118758301,      -4.467908258,     -0.6660307247
          0,           0,         164,       -5.53016029,      -3.396305341,       -4.11702594,      -4.462194682,     -0.6605286214
          0,           0,         165,      -5.529526149,      -3.396070652,      -4.115101848,       -4.45134046,     -0.6497869064
          0,           0,         166,      -5.528747673,      -3.395691027,      -4.113133737,      -4.440433631,     -0.6386062445
          0,           0,         167,       -5.52791122,        -3.3952219,      -4.111200945,       -4.42956988,     -0.6273244634
          0,           0,         168,      -5.527017817,      -3.394658587,      -4.109211682,      -4.418878849,     -0.6161299719
          0,           0,         169,      -5.525942071,      -3.394005654,      -4.104417856,      -4.417641354,     -0.6152258792
          0,           0,         170,      -5.524786504,      -3.393277113,      -4.099660969,      -4.422878056,     -0.6222793859
          0,           0,         171,      -5.523635894,      -3.392479731,      -4.096026414,       -4.41787026,     -0.6182362496
          0,           0,         172,      -5.522539179,      -3.391617979,      -4.093004255,      -4.409448301,     -0.6102337648
          0,           0,         173,      -5.521379621,      -3.390689131,      -4.090193278,      -4.400132064,      -0.600867779
          0,           0,         174,      -5.520154501,       -3.38969174,      -4.087598549,      -4.390706886,     -0.5910563258
          0,           0,         175,      -5.518850643,      -3.388617236,      -4.085242913,      -4.381256005,      -0.581038185
          0,           0,         176,      -5.517450855,        -3.3874621,      -4.083001182,      -4.371555975,     -0.5707465439
          0,           0,         177,      -5.515941626,      -3.386225109,       -4.08078793,      -4.361853847,     -0.5603610351
          0,           0,         178,      -5.514328042,      -3.384888821,      -4.078615651,      -4.351111701,     -0.5492826868
          0,           0,         179,      -5.512629799,      -3.383524344,      -4.076511602,      -4.338897088,     -0.5372922534
          0,           0,         180,      -5.510728233,      -3.381958513,      -4.076408354,      -4.327164692,     -0.5255044804
          0,           0,         181,      -5.508254747,      -3.380250647,      -4.075081362,      -4.316904872,     -0.5151966065
          0,           0,         182,      -5.505687569,      -3.378453965,      -4.073806308,      -4.316099626,     -0.5161861491
          0,           0,         183,      -5.503184136,      -3.376583319,      -4.072365686,      -4.306701773,     -0.5075854742
          0,           0,         184,      -5.500690802,      -3.374636686,      -4.070466102,      -4.294995427,      -0.495944346
          0,           0,         185,      -5.498203888,      -3.372588447,      -4.068293784,      -4.282588413,      -0.483334147
          0,           0,         186,      -5.495685411,      -3.370447621,      -4.065929011,      -4.271198655,     -0.4716752431
          0,           0,         187,      -5.493110643,      -3.368238649,      -4.063424468,      -4.263304495,     -0.4638065689
          0,           0,         188,      -5.490457243,      -3.365960294,       -4.06087525,      -4.252480269,     -0.4529558933
          0,           0,         189,      -5.487698589,      -3.363615472,      -4.056878717,      -4.240817068,     -0.4411801019
          0,           0,         190,      -5.484847424,      -3.361215955,      -4.051776049,       -4.22882286,     -0.4290413436
          0,           0,         191,      -5.481943973,      -3.358743831,      -4.047681196,      -4.215766641,     -0.4157541407
          0,           0,         192,      -5.478981449,      -3.356201635,      -4.044263532,      -4.202903714,     -0.4027097959
          0,           0,         193,      -5.475970981,      -3.353586765,      -4.041027228,      -4.204872713,     -0.4060481288
          0,           0,         194,      -5.472863856,      -3.350887502,       -4.03786876,      -4.199396089,     -0.4021346242
          0,           0,         195,      -5.469678746,      -3.348099684,      -4.034851177,      -4.190891616,     -0.3945771751
          0,           0,         196,      -5.466400415,      -3.345241294,      -4.031974615,      -4.181202842,     -0.3853685482
          0,           0,         197,      -5.463033041,      -3.342322984,      -4.029185386,      -4.170840521,     -0.3752349606
          0,           0,         198,      -5.459617162,      -3.339344267,      -4.026486401,      -4.163184506,      -0.368644966
          0,           0,         199,      -5.456120088,      -3.336293452,      -4.023730463,      -4.152461742,     -0.3587994935
          0,           0,         200,      -5.452520885,      -3.333163975,      -4.020932055,      -4.139446937,     -0.3460711514
          0,           0,         201,      -5.448818081,      -3.329951912,      -4.018121911,      -4.125699587,     -0.3322619288
          0,           0,         202,      -5.445010186,       -3.32665437,      -4.015296103,      -4.111784663,     -0.3181129105
          0,           0,         203,      -5.441094064,      -3.323270224,      -4.012452768,      -4.103935954,     -0.3110761109
          0,           0,         204,      -5.437070408,       -3.31979985,      -4.009569762,      -4.097155257,     -0.3059239928
          0,           0,         205,      -5.432936156,      -3.316238638,      -4.006669886,      -4.086185898,     -0.2958507255
          0,           0,         206,      -5.428693999,      -3.312584124,      -4.003746822,      -4.073921865,     -0.2839027996
          0,           0,         207,      -5.424351093,      -3.308842681,      -4.000776786,      -4.061155626,     -0.2711684245
          0,           0,         208,      -5.419906615,      -3.305018193,      -3.997771317,      -4.051050617,      -0.261278998
          0,           0,         209,      -5.415359698,      -3.301111767,      -3.994708337,       -4.03904618,      -0.249428447
          0,           0,         210,      -5.410730491,      -3.297130591,      -3.991578298,        -4.0266853,      -0.237182277
          0,           0,         211,      -5.406032003,      -3.293074146,      -3.988403351,      -4.013993429,     -0.2245567882
          0,           0,         212,       -5.40123803,      -3.288938391,      -3.985123115,      -4.001011975,     -0.2116549739
          0,           0,         213,      -5.396334822,      -3.284703134,      -3.981718062,      -3.997137362,      -0.209047817
          0,           0,         214,      -5.391370616,      -3.280385972,      -3.976424775,      -3.988058598,     -0.2012426612
          0,           0,         215,      -5.386340793,      -3.275972519,      -3.970707691,      -3.977038375,     -0.1911248302
          0,           0,         216,      -5.381206052,      -3.271465864,      -3.965815521,      -3.965348186,     -0.1800428435
          0,           0,         217,      -5.375958506,      -3.266876951,      -3.961362057,      -3.957475764,     -0.1738946956
          0,           0,         218,      -5.370601734,      -3.262213546,      -3.956971045,       -3.94608869,     -0.1637624713
          0,           0,         219,      -5.364959057,       -3.25745888,      -3.951975268,      -3.932299284,     -0.1503998736
          0,           0,         220,      -5.359163527,      -3.252605025,      -3.947329624,      -3.917530457,     -0.1355810837
          0,           0,         221,      -5.353303596,      -3.247662524,      -3.942814446,      -3.908396361,     -0.1271399959
          0,           0,         222,      -5.347479634,      -3.242689326,      -3.938255183,      -3.898728514,     -0.1181605297
          0,           0,         223,      -5.341630121,       -3.23765617,        -3.9333569,      -3.887947972,     -0.1076123413
          0,           0,         224,      -5.335703971,      -3.232545826,       -3.92853008,      -3.876931135,    -0.09645615768
          0,           0,         225,      -5.329690318,      -3.227358898,      -3.923764277,      -3.866164522,    -0.08537659789
          0,           0,         226,      -5.323605794,      -3.222091122,      -3.918373906,      -3.856171021,    -0.07506906708
          0,           0,         227,      -5.317431345,      -3.216742809,      -3.913230471,      -3.846781222,    -0.06543700346
          0,           0,         228,      -5.311159686,      -3.211313967,      -3.908293433,      -3.836723776,    -0.05512361262
          0,           0,         229,      -5.304788024,      -3.205804851,      -3.903382673,      -3.827405032,    -0.04562625503
          0,           0,         230,      -5.298312525,      -3.200218672,      -3.898514315,      -3.821864028,    -0.04037955839
          0,           0,         231,      -5.291760537,      -3.194559323,      -3.893602112,      -3.814146787,    -0.03304320985
          0,           0,         232,      -5.285110938,       -3.18881013,      -3.888658715,       -3.81075195,    -0.03139394334
          0,           0,         233,      -5.278390129,      -3.182997794,       -3.88370902,      -3.807756535,    -0.03125093057
          0,           0,         234,      -5.271587069,      -3.177127359,      -3.878739366,      -3.799605557,     -0.0244311897
          0,           0,         235,      -5.264681649,      -3.171186681,      -3.873752825,      -3.789113128,    -0.01442848023
          0,           0,         236,      -5.257680394,      -3.165184447,       -3.86872931,      -3.780779509,   -0.006478006255
          0,           0,         237,      -5.250587564,      -3.159115054,      -3.863667788,      -3.771575663,    0.002681040019
          0,           0,         238,      -5.243386434,      -3.152965864,      -3.858564401,      -3.761147451,     0.01344911231
          0,           0,         239,      -5.236052407,       -3.14671438,      -3.853667077,      -3.750441016,     0.02467405628
          0,           0,         240,      -5.228558252,      -3.140336094,      -3.848027262,      -3.739681947,     0.03603176673
          0,           0,         241,      -5.221004968,      -3.133885093,      -3.841821665,      -3.728891745,     0.04745485739
          0,           0,         242,      -5.213376573,      -3.127356566,      -3.835913294,      -3.718440212,     0.05852022993
          0,           0,         243,      -5.205666535,      -3.120755066,       -3.83014597,        -3.7092593,     0.06821895448
          0,           0,         244,      -5.197878673,      -3.114086209,      -3.824357479,       -3.70689194,     0.07018859453
          0,           0,         245,      -5.190017737,      -3.107353958,      -3.818541236,      -3.705973607,       0.068849437
          0,           0,         246,      -5.182087738,      -3.100559833,      -3.812710708,      -3.700273955,     0.07303237577
          0,           0,         247,      -5.174091395,      -3.093707781,      -3.806840116,      -3.694094814,     0.07859231106
          0,           0,         248,      -5.166043387,      -3.086797955,      -3.800485433,      -3.687249239,     0.08534335821
          0,           0,         249,      -5.157933611,      -3.079834358,      -3.794315565,      -3.679840018,     0.09295569871
          0,           0,         250,       -5.14976095,      -3.072818949,      -3.788243518,      -3.670881237,      0.1025079642
          0,           0,         251,       -5.14152563,      -3.065754382,      -3.782145988,      -3.660814376,       0.113390295
          0,           0,         252,      -5.133229326,      -3.058643722,      -3.776023988,      -3.650099639,      0.1249745586
          0,           0,         253,      -5.124871032,      -3.051487418,        -3.7698749,      -3.637757269,      0.1378719637
          0,           0,         254,       -5.11645147,      -3.044287393,      -3.763675324,      -3.631714588,      0.1431571473
          0,           0,         255,      -5.107971894,       -3.03705025,      -3.757352467,      -3.625418973,      0.1483659514
          0,           0,         256,      -5.099396686,      -3.029787978,      -3.750432932,      -3.618774722,       0.154204347
          0,           0,         257,      -5.090748311,      -3.022482142,      -3.743730104,      -3.612202394,      0.1602948191
          0,           0,         258,      -5.082046048,        -3.0151373,      -3.737058861,      -3.607332453,      0.1638962727
          0,           0,         259,       -5.07329846,      -3.007759056,      -3.730216033,      -3.602722297,      0.1666692881
          0,           0,         260,      -5.064511574,      -3.000349269,      -3.723252827,      -3.594932899,        0.17372289
          0,           0,         261,      -5.055690451,      -2.992910024,      -3.716192379,      -3.587083337,      0.1817595603
          0,           0,         262,      -5.046827142,       -2.98544057,      -3.709018197,      -3.579181792,      0.1902931391
          0,           0,         263,      -5.037917575,      -2.977931108,      -3.701735433,      -3.570297251,      0.2001074115
          0,           0,         264,      -5.028995586,      -2.970382067,      -3.693109358,       -3.56075272,      0.2107810478
          0,           0,         265,      -5.020063173,      -2.962814962,      -3.683636736,      -3.554251484,       0.217715167
          0,           0,         266,      -5.011091687,      -2.955227206,      -3.674791266,      -3.547913762,      0.2236101697
          0,           0,         267,      -5.002079151,       -2.94762276,      -3.666319455,      -3.540079101,      0.2310187486
          0,           0,         268,      -4.993030504,      -2.940005507,      -3.657926191,      -3.532683059,      0.2378004573
          0,           0,         269,      -4.983947018,      -2.932377438,      -3.649543257,       -3.52512659,      0.2447273357
          0,           0,         270,      -4.974832363,       -2.92474192,      -3.641154425,      -3.517344439,      0.2521702957
          0,           0,         271,      -4.965690546,      -2.917103042,      -3.632731374,      -3.512633631,      0.2557746921
          0,           0,         272,      -4.956543752,      -2.909478999,      -3.624242846,      -3.504838092,      0.2616371843
          0,           0,         273,      -4.947402811,      -2.901877755,      -3.615666651,      -3.493280564,      0.2724220614
          0,           0,         274,      -4.938253579,      -2.894294364,      -3.606966409,      -3.481670544,      0.2843341943
          0,           0,         275,      -4.929103158,      -2.886730102,      -3.598154642,      -3.470401416,       0.296532007
          0,           0,         276,      -4.919961337,      -2.879188487,      -3.589223514,      -3.462653357,      0.3048098537
          0,           0,         277,      -4.910832473,       -2.87167725,       -3.58015135,      -3.455371519,      0.3115941446
