"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     
          0,           0,        1681,      -5.168681194,      -3.083520553,      -3.388330838,      -3.487561364,      0.3571565303
          0,           0,        1682,      -5.176519611,      -3.091804159,      -3.392531939,      -3.488501441,      0.3567531135
          0,           0,        1683,      -5.184486753,      -3.100196623,      -3.396769761,      -3.489330326,      0.3564299842
          0,           0,        1684,      -5.192579669,      -3.108690166,      -3.401032981,       -3.49007356,      0.3561710704
          0,           0,        1685,      -5.200793866,       -3.11727623,      -3.405311402,      -3.490734185,      0.3559744641
          0,           0,        1686,      -5.209124385,      -3.125945021,      -3.409595484,      -3.491305385,      0.3558452166
          0,           0,        1687,      -5.217565755,      -3.134685999,        -3.4138751,      -3.491692723,       0.355852414
          0,           0,        1688,      -5.226112277,      -3.143488822,      -3.418138939,      -3.492007132,      0.3559204312
          0,           0,        1689,       -5.23475521,      -3.152338003,      -3.422373223,      -3.492221021,      0.3560978438
          0,           0,        1690,      -5.243483895,      -3.161221114,      -3.426561355,      -3.492329252,      0.3563250821
          0,           0,        1691,      -5.252288223,      -3.170120881,      -3.430696167,      -3.492575255,      0.3564225687
          0,           0,        1692,      -5.261156954,      -3.179019757,      -3.434760021,      -3.492671716,      0.3566298894
          0,           0,        1693,      -5.270076574,      -3.187903131,      -3.438735828,      -3.492427163,      0.3571120181
          0,           0,        1694,      -5.279036586,       -3.19674331,      -3.442606227,      -3.492564158,      0.3571394031
          0,           0,        1695,      -5.288019959,      -3.205493948,      -3.446374123,      -3.491890356,      0.3578781006
          0,           0,        1696,      -5.297005196,       -3.21414555,      -3.449984838,      -3.491040865,      0.3588386181
          0,           0,        1697,      -5.305979578,      -3.222687577,      -3.453452237,      -3.490196863,      0.3597766191
          0,           0,        1698,       -5.31492364,      -3.231093713,      -3.456791679,      -3.489258865,        0.36078294
          0,           0,        1699,      -5.323813814,      -3.239331062,      -3.459998716,      -3.488193225,       0.361892221
          0,           0,        1700,      -5.332621711,      -3.247363593,      -3.463063205,      -3.486998953,      0.3631074772
          0,           0,        1701,      -5.341316686,      -3.255156791,      -3.465967067,       -3.48563618,       0.364460237
          0,           0,        1702,      -5.349872017,      -3.262670422,      -3.468680944,      -3.484119681,      0.3659397601
          0,           0,        1703,      -5.358250475,      -3.269865886,      -3.471193452,      -3.482494329,         0.3675101
          0,           0,        1704,      -5.366415118,       -3.27670518,       -3.47349554,      -3.480761912,      0.3691678328
          0,           0,        1705,      -5.374322653,      -3.283151635,      -3.475564462,      -3.478939679,      0.3708984499
          0,           0,        1706,      -5.381932141,      -3.289173088,      -3.477399655,      -3.480057233,      0.3700759407
          0,           0,        1707,      -5.389218772,      -3.294742787,      -3.478998761,      -3.479839558,      0.3703684811
          0,           0,        1708,      -5.396173113,      -3.299930061,      -3.480346283,      -3.478372097,      0.3717295451
          0,           0,        1709,      -5.402621799,      -3.304535119,      -3.481507113,      -3.476472889,      0.3734625973
          0,           0,        1710,      -5.408543821,      -3.308455828,      -3.482121348,      -3.474448739,      0.3753062828
          0,           0,        1711,      -5.413936618,      -3.311697484,      -3.482042761,       -3.47240088,       0.377172515
          0,           0,        1712,      -5.418743075,      -3.314248398,      -3.481439974,      -3.470369449,      0.3790254836
          0,           0,        1713,      -5.422929522,        -3.3161066,      -3.480417521,      -3.468376873,      0.3808453611
          0,           0,        1714,      -5.426477935,      -3.317285277,      -3.479017652,      -3.467166895,      0.3819610541
          0,           0,        1715,      -5.429384137,      -3.317792124,      -3.477263982,      -3.467772763,      0.3814280044
          0,           0,        1716,       -5.43164127,      -3.317646404,      -3.475201347,      -3.466175014,      0.3828296786
          0,           0,        1717,       -5.43325378,      -3.316885668,      -3.472904686,      -3.464634864,      0.3842426966
          0,           0,        1718,      -5.434237342,      -3.315552661,      -3.470412854,      -3.463075984,      0.3856927677
          0,           0,        1719,      -5.434615061,      -3.313687066,      -3.467750942,      -3.461445323,      0.3872141796
          0,           0,        1720,      -5.434398985,      -3.311309068,      -3.464936331,      -3.459628902,      0.3888928687
          0,           0,        1721,      -5.433623888,      -3.308417508,      -3.461724289,      -3.457567797,      0.3907880388
          0,           0,        1722,      -5.432364134,      -3.305072237,      -3.457846965,      -3.455442323,      0.3927611254
          0,           0,        1723,      -5.430682823,      -3.301346104,      -3.453941291,      -3.453126045,      0.3949015993
          0,           0,        1724,      -5.428578899,      -3.297266645,       -3.45026926,      -3.450979647,      0.3969318377
          0,           0,        1725,      -5.426016514,       -3.29284453,      -3.446776776,      -3.451875057,      0.3962033644
          0,           0,        1726,      -5.422971867,       -3.28812933,      -3.443390916,      -3.452587601,      0.3953107111
          0,           0,        1727,      -5.419443997,      -3.283145961,      -3.440062061,      -3.448511811,      0.3981918731
          0,           0,        1728,      -5.415445822,      -3.277909417,       -3.43676032,      -3.445484058,       0.400171801
          0,           0,        1729,      -5.411007222,      -3.272453378,      -3.433461032,      -3.442425748,      0.4022743901
          0,           0,        1730,      -5.406161755,      -3.266814346,      -3.430138835,      -3.439268011,      0.4046811652
          0,           0,        1731,      -5.400942256,      -3.261022618,      -3.426771936,      -3.436139594,      0.4072991308
          0,           0,        1732,      -5.395382747,       -3.25510765,      -3.423342873,      -3.433138752,      0.4099973162
          0,           0,        1733,      -5.389519882,      -3.249095663,       -3.41984954,      -3.430600695,      0.4124139897
          0,           0,        1734,      -5.383385838,      -3.242988026,      -3.416274897,      -3.431304183,      0.4125602764
          0,           0,        1735,      -5.377010388,      -3.236791752,      -3.412579413,      -3.429681166,      0.4140048914
          0,           0,        1736,      -5.370422705,      -3.230511657,      -3.408770693,      -3.427300139,      0.4158008712
          0,           0,        1737,      -5.363661286,      -3.224164714,      -3.404862731,      -3.424145922,      0.4183972588
          0,           0,        1738,      -5.356758266,      -3.217781985,      -3.400865972,      -3.421320302,      0.4209991898
          0,           0,        1739,      -5.349742764,      -3.211394065,      -3.396790304,      -3.418645872,      0.4236934358
          0,           0,        1740,      -5.342643753,      -3.205025369,       -3.39264739,      -3.416264751,       0.426255673
          0,           0,        1741,      -5.335489241,      -3.198696879,      -3.388449697,      -3.414149754,      0.4286322083
          0,           0,        1742,      -5.328306735,      -3.192430896,      -3.384209776,       -3.41226575,      0.4308139928
          0,           0,        1743,      -5.321118366,      -3.186230982,      -3.379942485,      -3.410588252,      0.4328036367
          0,           0,        1744,      -5.313939447,      -3.180102268,      -3.375661187,      -3.409315843,      0.4344516417
          0,           0,        1745,      -5.306788115,      -3.174054503,      -3.371378206,      -3.408245979,      0.4359222779
          0,           0,        1746,       -5.29968128,      -3.168096975,      -3.367106042,      -3.407241317,      0.4373379055
          0,           0,        1747,      -5.292632126,      -3.162236614,      -3.362856636,      -3.406468281,      0.4385721866
          0,           0,        1748,      -5.285651052,       -3.15647834,      -3.358639661,      -3.401550754,      0.4439910352
          0,           0,        1749,      -5.278747192,      -3.150826913,      -3.354457738,      -3.399319357,      0.4465292519
          0,           0,        1750,      -5.271925572,      -3.145276077,      -3.350318531,      -3.397586405,      0.4484442221
          0,           0,        1751,       -5.26519506,      -3.139842852,      -3.346228068,      -3.395722297,      0.4505510692
          0,           0,        1752,      -5.258577091,      -3.134518295,      -3.342214007,      -3.392892063,      0.4535818616
          0,           0,        1753,      -5.252071774,      -3.129305315,      -3.338259039,       -3.39085289,      0.4560172915
          0,           0,        1754,      -5.245669561,      -3.124209763,       -3.33435522,      -3.389364666,      0.4580243581
          0,           0,        1755,      -5.239373084,      -3.119237103,      -3.330514815,      -3.391169043,      0.4571093568
          0,           0,        1756,      -5.233192387,      -3.114397598,      -3.326743388,      -3.378882672,      0.4690077391
          0,           0,        1757,       -5.22713316,      -3.109684374,      -3.323042645,      -3.373910862,      0.4743218676
          0,           0,        1758,      -5.221194648,      -3.105092767,      -3.319404384,      -3.372148312,      0.4766603051
          0,           0,        1759,      -5.215377391,      -3.100627511,      -3.315863397,      -3.371066715,      0.4783722226
          0,           0,        1760,      -5.209684034,      -3.096291568,      -3.312463171,      -3.370022241,      0.4800667301
          0,           0,        1761,      -5.204117112,      -3.092023864,      -3.309158362,      -3.368855035,      0.4819244003
          0,           0,        1762,       -5.19871257,      -3.087880598,      -3.305423199,      -3.367714508,      0.4837806002
          0,           0,        1763,      -5.193418013,      -3.083887531,      -3.301766102,      -3.366550937,      0.4856834361
          0,           0,        1764,      -5.188244934,      -3.080039483,       -3.29840603,      -3.365336015,      0.4876622258
          0,           0,        1765,      -5.183206941,      -3.076334156,       -3.29524078,       -3.36405596,      0.4897305859
          0,           0,        1766,      -5.178300948,        -3.0727693,      -3.292226128,      -3.362636952,      0.4919588695
          0,           0,        1767,      -5.173525102,       -3.06934296,      -3.289375067,      -3.361108003,      0.4943194124
          0,           0,        1768,      -5.168878709,      -3.066052969,      -3.286688291,      -3.358898158,      0.4973893915
          0,           0,        1769,       -5.16435884,      -3.062896773,      -3.284150057,       -3.34991286,      0.5063661117
          0,           0,        1770,      -5.159962779,      -3.059871733,      -3.281750902,      -3.346304935,      0.5106092557
          0,           0,        1771,      -5.155688398,      -3.056974666,      -3.279484795,      -3.343698542,      0.5139675493
          0,           0,        1772,      -5.151534921,      -3.054204156,      -3.277345537,      -3.341114667,      0.5173283366
          0,           0,        1773,      -5.147501998,      -3.051559717,      -3.275325829,      -3.338613897,      0.5206848472
          0,           0,        1774,      -5.143589969,      -3.049040742,      -3.273421603,      -3.336467047,      0.5237513143
          0,           0,        1775,      -5.139799922,      -3.046654175,      -3.271627043,      -3.334319928,      0.5268415404
          0,           0,        1776,      -5.136138468,      -3.044398545,      -3.270044902,      -3.331976484,      0.5301587371
          0,           0,        1777,      -5.132610695,      -3.042277504,      -3.268572406,      -3.329610995,      0.5335350738
          0,           0,        1778,      -5.129225301,      -3.040289557,      -3.267159065,      -3.327232461,       0.536941589
          0,           0,        1779,      -5.125975621,      -3.038427737,      -3.265800818,      -3.324774914,      0.5404456036
          0,           0,        1780,      -5.122861343,      -3.036691626,      -3.264503175,      -3.322177468,      0.5440755776
          0,           0,        1781,      -5.119884781,      -3.035082379,      -3.263267619,      -3.319516274,      0.5477717146
          0,           0,        1782,      -5.117046267,      -3.033600359,      -3.262095594,      -3.316814755,      0.5515122437
          0,           0,        1783,      -5.114348432,      -3.032247035,      -3.260989599,      -3.314108943,      0.5552655575
          0,           0,        1784,       -5.11179168,      -3.031022606,      -3.259953289,      -3.311402589,      0.5590259464
          0,           0,        1785,      -5.109375795,      -3.029927643,       -3.25898903,      -3.308614495,      0.5628601931
          0,           0,        1786,      -5.107102773,      -3.028963214,      -3.258108723,      -3.305792406,      0.5667247266
          0,           0,        1787,       -5.10497323,      -3.028129248,      -3.257314363,      -3.302956827,      0.5706020939
          0,           0,        1788,      -5.102985559,      -3.027425377,      -3.256595077,       -3.30011313,      0.5744862739
          0,           0,        1789,      -5.101139427,      -3.026851873,      -3.255951885,      -3.297265367,      0.5783715796
          0,           0,        1790,      -5.099434819,      -3.026408857,      -3.255388942,      -3.294457924,      0.5822101995
          0,           0,        1791,      -5.097871631,       -3.02610098,      -3.254911001,      -3.292639345,      0.5850868999
          0,           0,        1792,      -5.096456919,      -3.025928697,      -3.254594928,      -3.290349813,      0.5884548667
          0,           0,        1793,       -5.09519711,      -3.025890215,      -3.254459353,      -3.287807826,      0.5920725566
          0,           0,        1794,       -5.09409001,      -3.025989493,      -3.254400164,      -3.285184708,      0.5957572848
          0,           0,        1795,      -5.093135293,      -3.026225101,      -3.254413086,        -3.2825414,      0.5994518061
          0,           0,        1796,      -5.092329177,      -3.026591902,      -3.254502675,      -3.279897951,      0.6031361346
          0,           0,        1797,      -5.091667647,       -3.02708072,      -3.254670738,      -3.277201441,      0.6068383097
          0,           0,        1798,      -5.091149138,      -3.027690756,      -3.254925202,      -3.274485179,      0.6105602697
          0,           0,        1799,      -5.090771525,        -3.0284215,       -3.25528093,      -3.271833706,       0.614218901
          0,           0,        1800,      -5.090531573,      -3.029269967,      -3.255737568,      -3.269329142,      0.6176844947
          0,           0,        1801,       -5.09042481,      -3.030231653,      -3.256291595,      -3.266326563,      0.6215858365
          0,           0,        1802,      -5.090446531,      -3.031301816,       -3.25694689,      -3.260159915,      0.6278856103
          0,           0,        1803,      -5.090592494,      -3.032477595,      -3.257708704,      -3.256563275,      0.6321672683
          0,           0,        1804,      -5.090859849,      -3.033752072,      -3.258580185,      -3.253760659,      0.6358322426
          0,           0,        1805,       -5.09124413,      -3.035119788,      -3.259566729,      -3.251165423,      0.6393357849
          0,           0,        1806,      -5.091741046,      -3.036573669,       -3.26067324,      -3.248739455,      0.6426966587
          0,           0,        1807,      -5.092342442,      -3.038105148,      -3.261900193,      -3.246458013,      0.6459270212
          0,           0,        1808,      -5.093041345,      -3.039705755,      -3.263249864,       -3.24428532,      0.6490520429
          0,           0,        1809,      -5.093830667,      -3.041366157,      -3.264722857,      -3.242185229,       0.652101114
          0,           0,        1810,      -5.094702893,      -3.043076674,       -3.26631961,      -3.240133314,      0.6550933244
          0,           0,        1811,      -5.095650948,      -3.044829224,      -3.268038083,      -3.238130595,      0.6580283299
          0,           0,        1812,      -5.096671719,      -3.046610804,      -3.269909617,      -3.236231731,      0.6608571556
          0,           0,        1813,      -5.097750622,      -3.048413023,      -3.271906305,      -3.234374942,      0.6636281295
          0,           0,        1814,      -5.098888296,      -3.050220794,      -3.274110763,      -3.232511353,      0.6663963732
          0,           0,        1815,      -5.100082579,      -3.052017426,      -3.276534355,      -3.230671956,      0.6691344933
          0,           0,        1816,      -5.101317969,      -3.053795936,       -3.27905983,      -3.228838809,      0.6718485977
          0,           0,        1817,      -5.102582276,      -3.055539387,      -3.281670823,      -3.226997902,      0.6745494434
          0,           0,        1818,      -5.103859531,       -3.05722682,      -3.284368199,      -3.225165402,      0.6772253491
          0,           0,        1819,      -5.105134879,      -3.058837881,      -3.287152926,      -3.223343441,      0.6798748607
          0,           0,        1820,      -5.106393703,      -3.060351866,      -3.290024422,       -3.22152881,      0.6825008016
          0,           0,        1821,      -5.107618414,      -3.061746975,      -3.292980971,      -3.219718454,      0.6851058948
          0,           0,        1822,      -5.108791837,      -3.063001653,      -3.296019847,       -3.21790935,      0.6876928242
          0,           0,        1823,       -5.10989645,      -3.064094018,      -3.299137466,      -3.216098838,      0.6902640041
          0,           0,        1824,       -5.11091424,      -3.065001963,      -3.302329512,      -3.214284353,      0.6928218078
          0,           0,        1825,      -5.111826733,      -3.065703358,      -3.305590833,      -3.212463297,      0.6953686642
          0,           0,        1826,      -5.112615105,      -3.066176234,      -3.308915441,      -3.210688825,      0.6978705436
          0,           0,        1827,       -5.11326033,      -3.066398986,      -3.312296622,      -3.208956449,      0.7003273013
          0,           0,        1828,      -5.113743363,       -3.06635065,      -3.315726752,      -3.207199375,      0.7027833112
          0,           0,        1829,       -5.11404531,      -3.066011266,      -3.319197308,      -3.205409026,      0.7052497134
          0,           0,        1830,      -5.114147522,       -3.06536218,      -3.322699277,      -3.203574276,       0.707735459
          0,           0,        1831,      -5.114031825,      -3.064386279,      -3.326222851,      -3.201697171,       0.710239612
          0,           0,        1832,      -5.113680772,      -3.063068291,       -3.32975713,      -3.199784239,       0.712757923
          0,           0,        1833,      -5.113077876,      -3.061395084,      -3.333290003,      -3.197840817,      0.7152869599
          0,           0,        1834,       -5.11220784,      -3.059355938,      -3.336808178,      -3.195876197,      0.7178199278
          0,           0,        1835,      -5.111056767,      -3.056942765,      -3.340297263,      -3.193852026,       0.720384305
          0,           0,        1836,      -5.109612363,      -3.054150271,      -3.343741862,      -3.191802463,       0.722961295
          0,           0,        1837,      -5.107864134,      -3.050972248,      -3.347125421,      -3.189635059,      0.7256267458
          0,           0,        1838,      -5.105803791,      -3.047369906,      -3.350448309,      -3.187595269,      0.7281812105
          0,           0,        1839,      -5.103413056,      -3.043378212,      -3.353772871,      -3.185536171,      0.7307375023
          0,           0,        1840,      -5.100633733,        -3.0390041,      -3.356896115,      -3.183431427,      0.7333178977
          0,           0,        1841,      -5.097492839,      -3.034255807,      -3.359906646,       -3.18127546,      0.7359278493
          0,           0,        1842,      -5.094027159,       -3.02914784,       -3.36276016,      -3.179074112,      0.7385636657
          0,           0,        1843,      -5.090250065,      -3.023696426,      -3.365397761,      -3.176832242,      0.7412221366
          0,           0,        1844,      -5.086165494,      -3.017919467,      -3.367798696,      -3.174603217,      0.7438685218
          0,           0,        1845,      -5.081777347,      -3.011836708,      -3.369950549,      -3.174663706,      0.7447229805
          0,           0,        1846,       -5.07709024,      -3.005466883,      -3.371834793,      -3.173843981,      0.7461669907
          0,           0,        1847,       -5.07211183,      -2.998831361,      -3.373433829,      -3.172154262,      0.7482864352
          0,           0,        1848,      -5.066852216,       -2.99195183,      -3.374730583,      -3.170254914,      0.7505749126
          0,           0,        1849,      -5.061322796,      -2.984848046,      -3.375703663,      -3.168174352,      0.7530035684
          0,           0,        1850,      -5.055536797,      -2.977539689,      -3.376329039,      -3.165932462,      0.7555561767
          0,           0,        1851,      -5.049508928,      -2.970047339,      -3.376583423,      -3.163572082,      0.7581985943
          0,           0,        1852,      -5.043256205,      -2.962391676,      -3.376449336,      -3.161137586,      0.7608946054
          0,           0,        1853,       -5.03679675,      -2.954593454,      -3.375916077,      -3.158652504,       0.763623751
          0,           0,        1854,       -5.03014854,      -2.946667779,      -3.374975093,       -3.15615251,      0.7663576093
          0,           0,        1855,       -5.02333138,      -2.938640032,      -3.373626207,      -3.153645252,      0.7690899129
          0,           0,        1856,       -5.01636533,      -2.930531157,      -3.371872723,      -3.151139424,      0.7718134321
          0,           0,        1857,      -5.009267335,      -2.922359933,      -3.369723564,      -3.148639581,       0.774524742
          0,           0,        1858,      -5.002055796,       -2.91414345,      -3.367193027,      -3.146149064,      0.7772215697
          0,           0,        1859,      -4.994749161,       -2.90589845,      -3.364299249,      -3.143669539,      0.7799030372
          0,           0,        1860,      -4.987366236,      -2.897642446,      -3.361062661,      -3.141456858,      0.7823723413
          0,           0,        1861,      -4.979941011,      -2.889403861,      -3.357526593,      -3.138842017,      0.7851148354
          0,           0,        1862,      -4.972505409,      -2.881196108,      -3.353731659,       -3.13613918,      0.7879405873
          0,           0,        1863,      -4.965063896,      -2.873031966,      -3.349713004,      -3.133614118,      0.7906356266
          0,           0,        1864,      -4.957622814,      -2.864924209,      -3.345497794,      -3.130927326,      0.7933149005
          0,           0,        1865,      -4.950194557,      -2.856884727,      -3.341099535,      -3.126985345,      0.7969671157
          0,           0,        1866,      -4.942794115,       -2.84892536,      -3.336525943,      -3.123956614,      0.8000143374
          0,           0,        1867,      -4.935434813,      -2.841055933,      -3.331789164,      -3.121448303,      0.8026790425
          0,           0,        1868,      -4.928127598,      -2.833284482,      -3.326905315,      -3.119119718,       0.805206144
          0,           0,        1869,      -4.920882152,      -2.825618473,       -3.32189213,      -3.116839068,       0.807696913
          0,           0,        1870,      -4.913707457,       -2.81806483,      -3.316769129,       -3.11520353,       0.809589136
          0,           0,        1871,      -4.906611902,      -2.810628602,      -3.311555534,      -3.112917854,      0.8120671677
          0,           0,        1872,      -4.899608628,      -2.803317754,      -3.306228905,       -3.11064636,      0.8145415356
          0,           0,        1873,      -4.892703342,      -2.796138649,      -3.300804001,      -3.108379298,      0.8170107019
          0,           0,        1874,      -4.885951942,      -2.789111567,      -3.295372603,       -3.10608212,      0.8195071538
          0,           0,        1875,      -4.879367052,      -2.782246818,      -3.290025853,      -3.103767683,      0.8220245138
          0,           0,        1876,      -4.872934165,      -2.775541862,      -3.284823207,      -3.101453868,      0.8245496795
          0,           0,        1877,       -4.86664203,      -2.768972135,      -3.279782876,      -3.099207935,      0.8270329733
          0,           0,        1878,      -4.860337397,      -2.762515642,      -3.274876991,      -3.096961712,       0.829526065
          0,           0,        1879,      -4.854017783,      -2.756212066,      -3.269999649,      -3.094685689,       0.832048375
          0,           0,        1880,       -4.84791862,      -2.750100593,      -3.265179672,      -3.093205049,      0.8339465448
          0,           0,        1881,      -4.842086542,      -2.744205014,      -3.260483611,      -3.090593687,      0.8366974333
          0,           0,        1882,       -4.83649408,      -2.738487893,      -3.255777157,      -3.087846275,      0.8395811844
          0,           0,        1883,       -4.83110414,      -2.732933898,       -3.25088276,      -3.085070352,      0.8425028651
          0,           0,        1884,      -4.825876006,      -2.727537822,      -3.245877035,      -3.082269613,      0.8454542749
          0,           0,        1885,      -4.820779938,       -2.72229345,      -3.240893319,       -3.07947193,       0.848411764
          0,           0,        1886,      -4.815802932,      -2.717197026,      -3.235982936,      -3.076706655,      0.8513515101
          0,           0,        1887,      -4.810942954,      -2.712246721,      -3.231171365,      -3.073995386,      0.8542560817
          0,           0,        1888,      -4.806203811,      -2.707441421,      -3.226489307,      -3.071469912,      0.8570127005
          0,           0,        1889,      -4.801591297,      -2.702779871,      -3.221963382,      -3.069054179,      0.8596748251
          0,           0,        1890,      -4.797109992,      -2.698260255,       -3.21761096,       -3.06676059,       0.862230915
          0,           0,        1891,      -4.792761947,      -2.693880514,      -3.213443609,      -3.064506064,      0.8647637782
          0,           0,        1892,      -4.788548301,      -2.689638574,      -3.209471281,      -3.062280464,      0.8672852108
          0,           0,        1893,       -4.78446952,      -2.685528207,      -3.205701271,      -3.060004812,      0.8698547982
          0,           0,        1894,      -4.780543389,      -2.681563642,      -3.201831893,      -3.057865007,      0.8723309177
          0,           0,        1895,      -4.776760063,      -2.677741274,      -3.198267923,      -3.055834141,      0.8747326201
          0,           0,        1896,      -4.773115055,      -2.674059001,      -3.195163598,      -3.053904812,      0.8770643728
          0,           0,        1897,      -4.769606748,      -2.670516271,       -3.19244379,      -3.052065805,       0.879333998
          0,           0,        1898,      -4.766234884,      -2.667111523,      -3.190038078,      -3.050299772,      0.8815544365
          0,           0,        1899,      -4.762999127,      -2.663841914,       -3.18791084,      -3.048588475,      0.8837396035
          0,           0,        1900,      -4.759897797,      -2.660703998,      -3.186030826,      -3.046939964,      0.8858802133
          0,           0,        1901,      -4.756927879,       -2.65769405,      -3.184370025,      -3.045382313,      0.8879441559
          0,           0,        1902,      -4.754085591,      -2.654807982,      -3.182909657,      -3.043858431,      0.8899786431
          0,           0,        1903,      -4.751366504,       -2.65204168,      -3.181637775,      -3.042320309,      0.8920310118
          0,           0,        1904,      -4.748766659,      -2.649391176,      -3.180545524,      -3.040776948,      0.8941014575
          0,           0,        1905,      -4.746282928,      -2.646852451,      -3.179625882,      -3.039187636,      0.8962149635
          0,           0,        1906,      -4.743912324,      -2.644421482,       -3.17887117,      -3.037539514,      0.8983802055
          0,           0,        1907,      -4.741651643,      -2.642094306,      -3.178273156,      -3.035849724,      0.9005869531
          0,           0,        1908,      -4.739497371,       -2.63986697,      -3.177825031,      -3.034117115,      0.9028353486
          0,           0,        1909,      -4.737446052,      -2.637735605,       -3.17752037,      -3.032338366,      0.9051272543
          0,           0,        1910,      -4.735494291,       -2.63569643,      -3.177352644,      -3.030509758,      0.9074651503
          0,           0,        1911,       -4.73363866,      -2.633745729,      -3.177315572,      -3.033609038,       0.905698217
          0,           0,        1912,      -4.731875747,      -2.631879284,      -3.177401918,      -3.032367983,      0.9075183735
          0,           0,        1913,       -4.73020267,      -2.630092169,      -3.177593706,      -3.030592845,      0.9097789695
          0,           0,        1914,      -4.728587246,      -2.628383389,      -3.177850823,      -3.028952238,      0.9118878231
          0,           0,        1915,      -4.727051502,       -2.62672023,      -3.178138838,      -3.027292336,      0.9140242962
          0,           0,        1916,      -4.725481473,      -2.625114882,      -3.178435533,       -3.02551506,      0.9162705622
          0,           0,        1917,      -4.723986875,      -2.623595159,      -3.178719703,      -3.023676932,      0.9185725075
          0,           0,        1918,      -4.722638237,      -2.622156718,      -3.179105765,       -3.02396445,      0.9189814954
          0,           0,        1919,      -4.721420325,      -2.620785898,      -3.179659711,      -3.026073493,      0.9177198474
          0,           0,        1920,      -4.720254785,      -2.619462558,      -3.180357641,      -3.027611383,      0.9169004178
          0,           0,        1921,      -4.719132961,       -2.61818905,      -3.181240519,      -3.028565062,       0.916543306
          0,           0,        1922,      -4.718067105,      -2.616978601,      -3.182306109,      -3.029023233,      0.9165835534
          0,           0,        1923,      -4.717079312,       -2.61581606,       -3.18352256,      -3.033758321,      0.9132376491
          0,           0,        1924,      -4.716164619,      -2.614678746,        -3.1848509,      -3.028915247,      0.9171668131
          0,           0,        1925,      -4.715303036,      -2.613572743,      -3.186226531,      -3.028120374,      0.9180971703
          0,           0,        1926,       -4.71449289,      -2.612502432,      -3.187606127,      -3.027200096,      0.9191890358
          0,           0,        1927,      -4.713735101,      -2.611468394,      -3.188972943,      -3.025989472,      0.9205610435
          0,           0,        1928,       -4.71302814,       -2.61047016,      -3.190296063,      -3.024474072,      0.9222082317
          0,           0,        1929,      -4.712368608,      -2.609506884,      -3.191538828,      -3.022627292,      0.9241451864
          0,           0,        1930,      -4.711752226,      -2.608577145,      -3.192681865,      -3.020425473,      0.9263885937
          0,           0,        1931,      -4.711174496,      -2.607678805,      -3.193701554,      -3.017858664,      0.9289454969
          0,           0,        1932,      -4.710631139,      -2.606809356,      -3.194581002,      -3.014932774,      0.9318109559
          0,           0,        1933,      -4.710118297,      -2.605966137,      -3.195303686,      -3.012045783,      0.9345253808
          0,           0,        1934,      -4.709632582,      -2.605146092,      -3.195860796,      -3.006372189,      0.9393493248
          0,           0,        1935,      -4.709171389,      -2.604346632,      -3.196240662,      -3.001027668,      0.9441687018
          0,           0,        1936,      -4.708732667,      -2.603565273,       -3.19642881,      -2.996173522,      0.9486751198
          0,           0,        1937,      -4.708313266,      -2.602798599,      -3.196416783,      -2.991967792,      0.9526125057
          0,           0,        1938,      -4.707908853,      -2.602042864,      -3.196199533,      -2.986263307,      0.9577593374
          0,           0,        1939,      -4.707515157,      -2.601294839,      -3.195772217,       -2.98056298,      0.9629602304
          0,           0,        1940,       -4.70712774,      -2.600551408,      -3.195135903,      -2.974820847,      0.9682300675
          0,           0,        1941,      -4.706742369,      -2.599809727,      -3.194294251,      -2.968911329,      0.9736658124
          0,           0,        1942,      -4.706355735,      -2.599067516,      -3.193251308,       -2.96278728,      0.9793053042
          0,           0,        1943,      -4.705965555,      -2.598323171,      -3.192012381,      -2.956425693,      0.9851697493
          0,           0,        1944,      -4.705570671,      -2.597575768,      -3.190583408,      -2.951302803,      0.9900662113
          0,           0,        1945,      -4.705170889,       -2.59682503,      -3.188968733,      -2.944808473,      0.9960327041
          0,           0,        1946,       -4.70476682,      -2.596071397,      -3.187173307,      -2.937704924,       1.002556336
          0,           0,        1947,      -4.704359545,       -2.59531585,        -3.1851987,      -2.930559611,        1.00916959
          0,           0,        1948,       -4.70394964,      -2.594559318,      -3.183048222,      -2.923213471,        1.01599301
          0,           0,        1949,       -4.70353741,      -2.593803012,        -3.1807235,      -2.915562645,       1.023108998
          0,           0,        1950,      -4.703123303,      -2.593048344,      -3.178225019,      -2.907643827,       1.030487767
          0,           0,        1951,       -4.70269926,      -2.592298923,      -3.175549521,      -2.900120414,       1.037538464
          0,           0,        1952,      -4.702206555,      -2.591574817,      -3.172672203,      -2.890025894,       1.046579946
          0,           0,        1953,      -4.701758267,      -2.590879484,      -3.169628417,      -2.879356727,       1.056314348
          0,           0,        1954,      -4.701383535,      -2.590229151,      -3.166409138,      -2.869342154,       1.065621903
          0,           0,        1955,      -4.701078385,      -2.589627798,      -3.163005857,      -2.859398353,        1.07494633
          0,           0,        1956,      -4.700835294,      -2.589073232,      -3.159414854,      -2.858439816,       1.076233297
          0,           0,        1957,      -4.700651182,      -2.588561613,      -3.155621733,      -2.848187221,       1.085823093
          0,           0,        1958,       -4.70051644,      -2.588091623,      -3.151615355,      -2.838079385,       1.095391476
          0,           0,        1959,      -4.700424373,       -2.58766082,      -3.147389934,      -2.827575306,       1.105367421
