"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        3354,      -7.363227324,      -4.225262238,      -5.568969756,      -2.416999982,      -7.077439921
          0,           0,        3355,      -7.363795558,      -4.227015344,      -5.570546259,      -2.418865751,      -7.078196081
          0,           0,        3356,      -7.364362987,      -4.228768829,      -5.572124093,      -2.420732322,      -7.078955744
          0,           0,        3357,      -7.364929613,      -4.230522688,      -5.573703243,      -2.422599701,      -7.079718898
          0,           0,        3358,      -7.365495439,      -4.232276918,      -5.575283725,      -2.424467877,      -7.080485533
          0,           0,        3359,      -7.366060466,      -4.234031515,      -5.576865533,      -2.426336848,      -7.081255636
          0,           0,        3360,      -7.366624697,      -4.235786473,      -5.578448663,      -2.428206601,      -7.082029198
          0,           0,        3361,      -7.367188134,      -4.237541789,      -5.580033124,      -2.430077151,      -7.082806207
          0,           0,        3362,      -7.367750778,      -4.239297458,      -5.581618912,       -2.43194848,      -7.083586651
          0,           0,        3363,      -7.368312633,      -4.241053477,       -5.58320602,      -2.433820584,      -7.084370521
          0,           0,        3364,      -7.368873702,       -4.24280984,      -5.584794457,      -2.435693473,      -7.085157805
          0,           0,        3365,      -7.369433984,      -4.244566544,       -5.58638423,      -2.437567124,      -7.085948493
          0,           0,        3366,      -7.369993483,      -4.246323584,      -5.587975317,      -2.439441552,      -7.086742573
          0,           0,        3367,      -7.370552202,      -4.248080956,       -5.58956774,       -2.44131673,      -7.087540036
          0,           0,        3368,      -7.371110141,      -4.249838656,      -5.591161485,      -2.443192682,      -7.088340871
          0,           0,        3369,      -7.371667305,      -4.251596678,      -5.592756564,      -2.445069375,      -7.089145068
          0,           0,        3370,      -7.372223694,      -4.253355019,      -5.594352963,      -2.446946829,      -7.089952616
          0,           0,        3371,      -7.372779311,      -4.255113674,      -5.595950695,      -2.448825027,      -7.090763505
          0,           0,        3372,      -7.373334158,      -4.256872638,      -5.597549749,      -2.450703969,      -7.091577725
          0,           0,        3373,      -7.373888239,      -4.258631908,      -5.599150135,      -2.452583642,      -7.092395266
          0,           0,        3374,      -7.374441553,      -4.260391478,      -5.600751855,      -2.454464061,      -7.093216118
          0,           0,        3375,      -7.374994105,      -4.262151345,      -5.602354892,      -2.456345199,      -7.094040271
          0,           0,        3376,      -7.375545896,      -4.263911503,      -5.603959264,      -2.458227071,      -7.094867714
          0,           0,        3377,      -7.376096928,      -4.265671948,      -5.605564975,      -2.460109659,      -7.095698439
          0,           0,        3378,      -7.376647204,      -4.267432675,      -5.607171997,      -2.461992968,      -7.096532436
          0,           0,        3379,      -7.377196726,      -4.269193681,      -5.608780357,      -2.463876986,      -7.097369694
          0,           0,        3380,      -7.377745496,      -4.270954959,      -5.610390051,      -2.465761715,      -7.098210205
          0,           0,        3381,      -7.378293517,      -4.272716506,      -5.612001069,       -2.46764714,      -7.099053959
          0,           0,        3382,       -7.37884079,      -4.274478317,      -5.613613415,      -2.469533273,      -7.099900946
          0,           0,        3383,      -7.379387318,      -4.276240387,      -5.615227097,      -2.471420096,      -7.100751158
          0,           0,        3384,      -7.379933103,      -4.278002712,      -5.616842105,      -2.473307612,      -7.101604584
          0,           0,        3385,      -7.380478148,      -4.279765286,       -5.61845845,       -2.47519581,      -7.102461215
          0,           0,        3386,      -7.381022455,      -4.281528105,      -5.620076114,      -2.477084689,      -7.103321043
          0,           0,        3387,      -7.381566025,      -4.283291165,      -5.621695132,      -2.478974241,      -7.104184059
          0,           0,        3388,      -7.382108862,       -4.28505446,      -5.623315456,      -2.480864466,      -7.105050253
          0,           0,        3389,      -7.382650968,      -4.286817985,      -5.624937123,      -2.482755361,      -7.105919616
          0,           0,        3390,      -7.383192344,      -4.288581737,      -5.626560127,      -2.484646912,       -7.10679214
          0,           0,        3391,      -7.383732993,      -4.290345709,      -5.628184455,      -2.486539117,      -7.107667815
          0,           0,        3392,      -7.384272918,      -4.292109898,      -5.629810119,      -2.488431985,      -7.108546634
          0,           0,        3393,       -7.38481212,      -4.293874297,      -5.631437115,      -2.490325489,      -7.109428586
          0,           0,        3394,      -7.385350602,      -4.295638903,       -5.63306544,      -2.492219637,      -7.110313665
          0,           0,        3395,      -7.385888366,       -4.29740371,      -5.634695109,       -2.49411442,       -7.11120186
          0,           0,        3396,      -7.386425416,      -4.299168714,      -5.636326112,      -2.496009839,      -7.112093164
          0,           0,        3397,      -7.386961751,      -4.300933909,      -5.637958433,       -2.49790588,      -7.112987568
          0,           0,        3398,      -7.387497376,      -4.302699291,      -5.639592103,      -2.499802539,      -7.113885064
          0,           0,        3399,      -7.388032291,      -4.304464854,      -5.641227102,      -2.501699819,      -7.114785643
          0,           0,        3400,      -7.388566501,      -4.306230594,      -5.642863436,      -2.503597711,      -7.115689298
          0,           0,        3401,      -7.389100007,      -4.307996504,      -5.644501107,      -2.505496207,      -7.116596019
          0,           0,        3402,       -7.38963281,      -4.309762582,      -5.646140111,      -2.507395294,        -7.1175058
          0,           0,        3403,      -7.390164914,       -4.31152882,       -5.64778046,      -2.509294985,      -7.118418631
          0,           0,        3404,      -7.390696321,      -4.313295214,       -5.64942213,      -2.511195261,      -7.119334505
          0,           0,        3405,      -7.391227032,       -4.31506176,      -5.651065145,      -2.513096124,      -7.120253415
          0,           0,        3406,      -7.391757051,      -4.316828451,      -5.652709502,      -2.514997559,      -7.121175351
          0,           0,        3407,      -7.392286379,      -4.318595282,      -5.654355181,      -2.516899568,      -7.122100306
          0,           0,        3408,       -7.39281502,       -4.32036225,      -5.656002213,      -2.518802149,      -7.123028272
          0,           0,        3409,      -7.393342974,      -4.322129347,      -5.657650568,       -2.52070529,      -7.123959243
          0,           0,        3410,      -7.393870245,      -4.323896569,      -5.659300276,      -2.522608984,      -7.124893209
          0,           0,        3411,      -7.394396834,      -4.325663911,      -5.660951313,      -2.524513224,      -7.125830164
          0,           0,        3412,      -7.394922745,      -4.327431368,      -5.662603695,      -2.526418008,      -7.126770099
          0,           0,        3413,      -7.395447978,      -4.329198933,      -5.664257413,      -2.528323335,      -7.127713008
          0,           0,        3414,      -7.395972538,      -4.330966602,      -5.665912477,      -2.530229195,      -7.128658883
          0,           0,        3415,      -7.396496425,       -4.33273437,      -5.667568861,      -2.532135574,      -7.129607716
          0,           0,        3416,      -7.397019642,      -4.334502231,      -5.669226608,      -2.534042476,      -7.130559501
          0,           0,        3417,      -7.397542192,       -4.33627018,      -5.670885684,      -2.535949899,      -7.131514229
          0,           0,        3418,      -7.398064076,      -4.338038211,        -5.6725461,      -2.537857819,      -7.132471894
          0,           0,        3419,      -7.398585297,      -4.339806318,      -5.674207859,       -2.53976625,      -7.133432489
          0,           0,        3420,      -7.399105857,      -4.341574498,      -5.675870965,      -2.541675171,      -7.134396007
          0,           0,        3421,      -7.399625759,      -4.343342743,      -5.677535404,       -2.54358458,      -7.135362439
          0,           0,        3422,      -7.400145005,      -4.345111049,      -5.679201189,      -2.545494479,       -7.13633178
          0,           0,        3423,      -7.400663597,       -4.34687941,      -5.680868329,      -2.547404849,      -7.137304023
          0,           0,        3424,      -7.401181537,       -4.34864782,      -5.682536798,      -2.549315691,      -7.138279159
          0,           0,        3425,      -7.401698828,      -4.350416274,      -5.684206615,      -2.551226996,      -7.139257184
          0,           0,        3426,      -7.402215471,      -4.352184767,      -5.685877769,       -2.55313876,      -7.140238089
          0,           0,        3427,       -7.40273147,      -4.353953292,      -5.687550274,      -2.555050969,      -7.141221869
          0,           0,        3428,      -7.403246826,      -4.355721845,      -5.689224125,      -2.556963634,      -7.142208516
          0,           0,        3429,      -7.403761542,      -4.357490419,      -5.690899321,      -2.558876725,      -7.143198024
          0,           0,        3430,      -7.404275619,      -4.359259009,      -5.692575852,      -2.560790253,      -7.144190386
          0,           0,        3431,      -7.404789062,      -4.361027609,      -5.694253743,      -2.562704205,      -7.145185595
          0,           0,        3432,       -7.40530187,      -4.362796214,      -5.695932974,      -2.564618575,      -7.146183646
          0,           0,        3433,      -7.405814047,      -4.364564817,       -5.69761355,       -2.56653335,      -7.147184531
          0,           0,        3434,      -7.406325595,      -4.366333414,      -5.699295476,      -2.568448534,      -7.148188244
          0,           0,        3435,      -7.406836517,      -4.368101998,      -5.700978753,      -2.570364114,       -7.14919478
          0,           0,        3436,      -7.407346814,      -4.369870564,       -5.70266337,      -2.572280079,      -7.150204131
          0,           0,        3437,      -7.407856489,      -4.371639105,      -5.704349337,       -2.57419643,      -7.151216291
          0,           0,        3438,      -7.408365543,      -4.373407617,      -5.706036661,      -2.576113154,      -7.152231254
          0,           0,        3439,      -7.408873981,      -4.375176093,      -5.707725325,      -2.578030256,      -7.153249015
          0,           0,        3440,      -7.409381802,      -4.376944527,      -5.709415345,      -2.579947711,      -7.154269566
          0,           0,        3441,      -7.409889011,      -4.378712913,      -5.711106712,      -2.581865512,      -7.155292901
          0,           0,        3442,      -7.410395608,      -4.380481246,       -5.71279943,      -2.583783672,      -7.156319016
          0,           0,        3443,      -7.410901596,       -4.38224952,      -5.714493492,      -2.585702164,      -7.157347903
          0,           0,        3444,      -7.411406978,      -4.384017728,      -5.716188917,      -2.587620991,      -7.158379557
          0,           0,        3445,      -7.411911756,      -4.385785866,       -5.71788569,      -2.589540135,      -7.159413972
          0,           0,        3446,      -7.412415932,      -4.387553926,      -5.719583808,      -2.591459603,      -7.160451142
          0,           0,        3447,      -7.412919508,      -4.389321903,      -5.721283296,      -2.593379382,      -7.161491062
          0,           0,        3448,      -7.413422487,       -4.39108979,      -5.722984109,      -2.595299449,      -7.162533725
          0,           0,        3449,       -7.41392487,      -4.392857583,      -5.724686298,      -2.597219821,      -7.163579125
          0,           0,        3450,       -7.41442666,      -4.394625274,      -5.726389836,      -2.599140475,      -7.164627258
          0,           0,        3451,      -7.414927859,      -4.396392858,      -5.728094725,      -2.601061398,      -7.165678117
          0,           0,        3452,       -7.41542847,      -4.398160329,      -5.729800976,      -2.602982607,      -7.166731697
          0,           0,        3453,      -7.415928493,       -4.39992768,      -5.731508577,      -2.604904063,      -7.167787992
          0,           0,        3454,      -7.416427933,      -4.401694906,       -5.73321753,      -2.606825785,      -7.168846998
          0,           0,        3455,      -7.416926791,         -4.403462,      -5.734927846,      -2.608747733,      -7.169908707
          0,           0,        3456,      -7.417425069,      -4.405228956,      -5.736639517,      -2.610669942,      -7.170973116
          0,           0,        3457,       -7.41792277,      -4.406995767,      -5.738352546,      -2.612592363,      -7.172040218
          0,           0,        3458,      -7.418419894,      -4.408762429,      -5.740066934,      -2.614515011,      -7.173110009
          0,           0,        3459,      -7.418916446,      -4.410528934,      -5.741782667,      -2.616437866,      -7.174182483
          0,           0,        3460,      -7.419412426,      -4.412295277,      -5.743499774,      -2.618360927,      -7.175257634
          0,           0,        3461,      -7.419907838,       -4.41406145,      -5.745218235,      -2.620284187,      -7.176335458
          0,           0,        3462,      -7.420402684,      -4.415827448,      -5.746938058,       -2.62220763,      -7.177415949
          0,           0,        3463,      -7.420896964,      -4.417593265,      -5.748659236,      -2.624131256,      -7.178499103
          0,           0,        3464,      -7.421390683,      -4.419358894,      -5.750381778,      -2.626055045,      -7.179584914
          0,           0,        3465,      -7.421883841,      -4.421124328,      -5.752105682,      -2.627978998,      -7.180673377
          0,           0,        3466,      -7.422376442,      -4.422889563,      -5.753830945,      -2.629903095,      -7.181764487
          0,           0,        3467,      -7.422868487,       -4.42465459,      -5.755557571,       -2.63182735,      -7.182858239
          0,           0,        3468,      -7.423359978,      -4.426419404,      -5.757285557,      -2.633751729,      -7.183954629
          0,           0,        3469,      -7.423850918,      -4.428183999,      -5.759014911,      -2.635676232,      -7.185053651
          0,           0,        3470,      -7.424341308,      -4.429948367,      -5.760745616,      -2.637600852,        -7.1861553
          0,           0,        3471,      -7.424831152,      -4.431712503,      -5.762477698,       -2.63952558,      -7.187259572
          0,           0,        3472,       -7.42532045,        -4.4334764,      -5.764211141,       -2.64145041,      -7.188366462
          0,           0,        3473,      -7.425809206,      -4.435240052,      -5.765945944,      -2.643375319,      -7.189475965
          0,           0,        3474,      -7.426297421,      -4.437003452,      -5.767682118,      -2.645300308,      -7.190588077
          0,           0,        3475,      -7.426785098,      -4.438766593,      -5.769419659,      -2.647225373,      -7.191702793
          0,           0,        3476,      -7.427272238,      -4.440529469,      -5.771158567,      -2.649150492,      -7.192820108
          0,           0,        3477,      -7.427758844,      -4.442292075,       -5.77289883,      -2.651075669,      -7.193940017
          0,           0,        3478,      -7.428244918,      -4.444054402,      -5.774640472,      -2.653000877,      -7.195062517
          0,           0,        3479,      -7.428730462,      -4.445816444,      -5.776383471,      -2.654926119,      -7.196187602
          0,           0,        3480,      -7.429215479,      -4.447578196,      -5.778127839,      -2.656851384,      -7.197315268
          0,           0,        3481,       -7.42969997,       -4.44933965,      -5.779873583,      -2.658776661,      -7.198445511
          0,           0,        3482,      -7.430183936,      -4.451100799,      -5.781620696,      -2.660701944,      -7.199578326
          0,           0,        3483,      -7.430667381,      -4.452861638,      -5.783369181,      -2.662627205,       -7.20071371
          0,           0,        3484,      -7.431150308,      -4.454622158,       -5.78511903,      -2.664552462,      -7.201851656
          0,           0,        3485,      -7.431632717,      -4.456382355,       -5.78687025,      -2.666477683,      -7.202992162
          0,           0,        3486,       -7.43211461,      -4.458142221,      -5.788622839,      -2.668402864,      -7.204135223
          0,           0,        3487,      -7.432595991,      -4.459901749,      -5.790376809,      -2.670328006,      -7.205280835
          0,           0,        3488,      -7.433076861,      -4.461660932,       -5.79213215,      -2.672253071,      -7.206428994
          0,           0,        3489,      -7.433557221,      -4.463419765,      -5.793888857,      -2.674178085,      -7.207579694
          0,           0,        3490,      -7.434037075,       -4.46517824,      -5.795646944,      -2.676103009,      -7.208732934
          0,           0,        3491,      -7.434516424,       -4.46693635,      -5.797406398,      -2.678027839,      -7.209888707
          0,           0,        3492,      -7.434995271,      -4.468694089,      -5.799167219,      -2.679952578,      -7.211047011
          0,           0,        3493,      -7.435473617,       -4.47045145,      -5.800929425,      -2.681877196,      -7.212207841
          0,           0,        3494,      -7.435951464,      -4.472208426,      -5.802693003,      -2.683801696,      -7.213371193
          0,           0,        3495,      -7.436428816,       -4.47396501,      -5.804457958,      -2.685726055,      -7.214537063
          0,           0,        3496,      -7.436905672,      -4.475721196,      -5.806224292,      -2.687650285,      -7.215705447
          0,           0,        3497,      -7.437382036,      -4.477476976,      -5.807992001,      -2.689574352,      -7.216876342
          0,           0,        3498,       -7.43785791,      -4.479232345,      -5.809761095,      -2.691498241,      -7.218049744
          0,           0,        3499,      -7.438333296,      -4.480987294,       -5.81153155,      -2.693421977,      -7.219225648
          0,           0,        3500,      -7.438808195,      -4.482741817,      -5.813303394,      -2.695345497,      -7.220404051
          0,           0,        3501,      -7.439282611,      -4.484495907,      -5.815076607,      -2.697268836,      -7.221584949
          0,           0,        3502,      -7.439756544,      -4.486249558,      -5.816851216,      -2.699191957,      -7.222768339
          0,           0,        3503,      -7.440229997,      -4.488002761,      -5.818627187,      -2.701114853,      -7.223954216
          0,           0,        3504,      -7.440702971,      -4.489755512,      -5.820404539,      -2.703037517,      -7.225142578
          0,           0,        3505,       -7.44117547,      -4.491507802,      -5.822183283,      -2.704959934,       -7.22633342
          0,           0,        3506,      -7.441647495,      -4.493259624,      -5.823963402,      -2.706882096,      -7.227526739
          0,           0,        3507,      -7.442119047,      -4.495010972,      -5.825744906,      -2.708803993,      -7.228722531
          0,           0,        3508,       -7.44259013,      -4.496761838,      -5.827527788,      -2.710725601,      -7.229920793
          0,           0,        3509,      -7.443060744,      -4.498512216,      -5.829312052,      -2.712646915,      -7.231121521
          0,           0,        3510,      -7.443530892,      -4.500262099,      -5.831097702,      -2.714567933,      -7.232324712
          0,           0,        3511,      -7.444000576,       -4.50201148,      -5.832884729,      -2.716488632,      -7.233530362
          0,           0,        3512,      -7.444469798,       -4.50376035,      -5.834673147,      -2.718408991,      -7.234738468
          0,           0,        3513,       -7.44493856,      -4.505508705,      -5.836462947,      -2.720329022,      -7.235949027
          0,           0,        3514,      -7.445406864,      -4.507256536,      -5.838254129,      -2.722248689,      -7.237162035
          0,           0,        3515,      -7.445874712,      -4.509003837,      -5.840046708,      -2.724168009,      -7.238377488
          0,           0,        3516,      -7.446342104,        -4.5107506,      -5.841840653,       -2.72608693,      -7.239595384
          0,           0,        3517,      -7.446809045,      -4.512496818,      -5.843635999,       -2.72800547,       -7.24081572
          0,           0,        3518,      -7.447275536,      -4.514242484,      -5.845432725,      -2.729923603,      -7.242038491
          0,           0,        3519,      -7.447741578,      -4.515987592,      -5.847230858,      -2.731841325,      -7.243263695
          0,           0,        3520,      -7.448207173,      -4.517732134,      -5.849030347,      -2.733758619,      -7.244491329
          0,           0,        3521,      -7.448672325,      -4.519476103,      -5.850831249,       -2.73567547,      -7.245721389
          0,           0,        3522,      -7.449137033,      -4.521219492,      -5.852633537,      -2.737591871,      -7.246953873
          0,           0,        3523,      -7.449601301,      -4.522962293,      -5.854437202,      -2.739507793,      -7.248188776
          0,           0,        3524,       -7.45006513,      -4.524704501,      -5.856242264,      -2.741423247,      -7.249426097
          0,           0,        3525,      -7.450528522,      -4.526446106,      -5.858048717,      -2.743338198,      -7.250665832
          0,           0,        3526,      -7.450991479,      -4.528187104,      -5.859856548,      -2.745252644,      -7.251907978
          0,           0,        3527,      -7.451454003,      -4.529927485,      -5.861665795,      -2.747166588,      -7.253152533
          0,           0,        3528,      -7.451916096,      -4.531667243,       -5.86347641,      -2.749079981,      -7.254399492
          0,           0,        3529,       -7.45237776,      -4.533406372,      -5.865288428,       -2.75099283,      -7.255648854
          0,           0,        3530,      -7.452838997,      -4.535144863,      -5.867101836,      -2.752905126,      -7.256900615
          0,           0,        3531,      -7.453299808,       -4.53688271,      -5.868916635,       -2.75481684,      -7.258154772
          0,           0,        3532,      -7.453760195,      -4.538619905,      -5.870732836,      -2.756727976,      -7.259411323
          0,           0,        3533,      -7.454220161,      -4.540356441,      -5.872550415,        -2.7586385,      -7.260670265
          0,           0,        3534,      -7.454679707,      -4.542092312,      -5.874369398,      -2.760548419,      -7.261931595
          0,           0,        3535,      -7.455138834,      -4.543827509,      -5.876189771,      -2.762457702,       -7.26319531
          0,           0,        3536,      -7.455597546,      -4.545562026,      -5.878011556,      -2.764366353,      -7.264461408
          0,           0,        3537,      -7.456055844,      -4.547295855,      -5.879834728,      -2.766274342,      -7.265729885
          0,           0,        3538,      -7.456513729,       -4.54902899,      -5.881659289,      -2.768181666,      -7.267000739
          0,           0,        3539,      -7.456971204,      -4.550761422,      -5.883485249,      -2.770088305,      -7.268273968
          0,           0,        3540,       -7.45742827,      -4.552493146,      -5.885312603,      -2.771994237,      -7.269549569
          0,           0,        3541,      -7.457884929,      -4.554224153,      -5.887141362,      -2.773899458,      -7.270827539
          0,           0,        3542,      -7.458341182,      -4.555954436,      -5.888971515,      -2.775803963,      -7.272107875
          0,           0,        3543,      -7.458797033,      -4.557683989,      -5.890803069,      -2.777707701,      -7.273390576
          0,           0,        3544,      -7.459252481,      -4.559412803,      -5.892636009,      -2.779610696,      -7.274675638
          0,           0,        3545,      -7.459707531,      -4.561140873,      -5.894470372,      -2.781512932,      -7.275963059
          0,           0,        3546,      -7.460162182,      -4.562868189,      -5.896306116,      -2.783414364,      -7.277252837
          0,           0,        3547,      -7.460616438,      -4.564594746,      -5.898143254,      -2.785315006,      -7.278544969
          0,           0,        3548,      -7.461070299,      -4.566320536,      -5.899981803,      -2.787214826,      -7.279839452
          0,           0,        3549,      -7.461523768,      -4.568045552,      -5.901821749,      -2.789113821,      -7.281136285
          0,           0,        3550,      -7.461976846,      -4.569769787,       -5.90366311,      -2.791011971,      -7.282435464
          0,           0,        3551,      -7.462429536,      -4.571493233,      -5.905505845,      -2.792909253,      -7.283736988
          0,           0,        3552,      -7.462881838,      -4.573215883,      -5.907350005,      -2.794805667,      -7.285040855
          0,           0,        3553,      -7.463333754,      -4.574937729,       -5.90919557,      -2.796701181,      -7.286347061
          0,           0,        3554,      -7.463785288,      -4.576658766,      -5.911042517,      -2.798595794,      -7.287655605
          0,           0,        3555,      -7.464236439,      -4.578378985,      -5.912890883,      -2.800489501,      -7.288966484
          0,           0,        3556,       -7.46468721,      -4.580098379,      -5.914740652,      -2.802382247,      -7.290279696
          0,           0,        3557,      -7.465137603,      -4.581816941,      -5.916591805,      -2.804274046,       -7.29159524
          0,           0,        3558,       -7.46558762,      -4.583534664,      -5.918444375,       -2.80616487,      -7.292913112
          0,           0,        3559,      -7.466037261,      -4.585251541,      -5.920298367,       -2.80805473,       -7.29423331
          0,           0,        3560,      -7.466486529,      -4.586967564,      -5.922153741,       -2.80994358,      -7.295555833
          0,           0,        3561,      -7.466935426,      -4.588682726,      -5.924010514,      -2.811831411,      -7.296880679
          0,           0,        3562,      -7.467383953,       -4.59039702,      -5.925868717,      -2.813718204,      -7.298207845
          0,           0,        3563,      -7.467832112,      -4.592110439,      -5.927728296,       -2.81560396,      -7.299537329
          0,           0,        3564,      -7.468279905,      -4.593822976,      -5.929589308,       -2.81748866,      -7.300869129
          0,           0,        3565,      -7.468727333,      -4.595534622,      -5.931451716,      -2.819372262,      -7.302203243
          0,           0,        3566,      -7.469174398,      -4.597245372,      -5.933315516,      -2.821254777,       -7.30353967
          0,           0,        3567,      -7.469621102,      -4.598955218,      -5.935180748,       -2.82313618,      -7.304878406
          0,           0,        3568,      -7.470067446,      -4.600664153,      -5.937047379,      -2.825016456,      -7.306219451
          0,           0,        3569,      -7.470513433,       -4.60237217,      -5.938915409,      -2.826895583,      -7.307562803
          0,           0,        3570,      -7.470959064,      -4.604079261,      -5.940784849,      -2.828773546,      -7.308908459
          0,           0,        3571,      -7.471404339,      -4.605785419,      -5.942655715,      -2.830650337,      -7.310256417
          0,           0,        3572,      -7.471849262,      -4.607490638,      -5.944527971,      -2.832525935,      -7.311606676
          0,           0,        3573,      -7.472293834,      -4.609194909,      -5.946401642,      -2.834400309,      -7.312959234
          0,           0,        3574,      -7.472738057,      -4.610898227,      -5.948276715,      -2.836273474,      -7.314314089
          0,           0,        3575,      -7.473181931,      -4.612600583,       -5.95015321,      -2.838145392,       -7.31567124
          0,           0,        3576,       -7.47362546,      -4.614301971,      -5.952031101,      -2.840016034,      -7.317030684
          0,           0,        3577,      -7.474068643,      -4.616002384,      -5.953910402,      -2.841885393,       -7.31839242
          0,           0,        3578,      -7.474511483,      -4.617701814,      -5.955791116,      -2.843753483,      -7.319756446
          0,           0,        3579,      -7.474953982,      -4.619400255,      -5.957673245,       -2.84562024,       -7.32112276
          0,           0,        3580,      -7.475396142,      -4.621097699,      -5.959556779,      -2.847485672,      -7.322491362
          0,           0,        3581,      -7.475837963,      -4.622794139,      -5.961441726,      -2.849349752,      -7.323862248
          0,           0,        3582,      -7.476279447,      -4.624489568,      -5.963328088,      -2.851212475,      -7.325235418
          0,           0,        3583,      -7.476720597,       -4.62618398,      -5.965215855,      -2.853073826,       -7.32661087
          0,           0,        3584,      -7.477161413,      -4.627877367,      -5.967105029,       -2.85493376,      -7.327988602
          0,           0,        3585,      -7.477601898,      -4.629569722,       -5.96899562,      -2.856792267,      -7.329368613
          0,           0,        3586,      -7.478042052,      -4.631261038,      -5.970887627,      -2.858649379,      -7.330750901
          0,           0,        3587,      -7.478481878,      -4.632951308,      -5.972781046,      -2.860504997,      -7.332135465
          0,           0,        3588,      -7.478921376,      -4.634640526,      -5.974675869,       -2.86235919,      -7.333522303
          0,           0,        3589,      -7.479360549,      -4.636328684,      -5.976572111,      -2.864211862,      -7.334911413
          0,           0,        3590,      -7.479799399,      -4.638015775,      -5.978469756,      -2.866063038,      -7.336302796
          0,           0,        3591,      -7.480237926,      -4.639701792,      -5.980368818,       -2.86791269,      -7.337696448
          0,           0,        3592,      -7.480676132,      -4.641386729,      -5.982269283,      -2.869760822,      -7.339092368
          0,           0,        3593,      -7.481114018,      -4.643070578,      -5.984171168,      -2.871607354,      -7.340490556
          0,           0,        3594,      -7.481551588,      -4.644753333,      -5.986074486,      -2.873452352,      -7.341891009
          0,           0,        3595,       -7.48198884,      -4.646434987,      -5.987979175,      -2.875295743,      -7.343293727
          0,           0,        3596,      -7.482425779,      -4.648115533,      -5.989885313,      -2.877137522,      -7.344698708
          0,           0,        3597,      -7.482862404,      -4.649794963,      -5.991792843,      -2.878977647,       -7.34610595
          0,           0,        3598,      -7.483298717,      -4.651473272,      -5.993701789,      -2.880816161,      -7.347515454
          0,           0,        3599,       -7.48373472,      -4.653150453,      -5.995612166,      -2.882652985,      -7.348927216
          0,           0,        3600,      -7.484170415,      -4.654826498,      -5.997523937,      -2.884488145,      -7.350341237
          0,           0,        3601,      -7.484605803,      -4.656501401,      -5.999437112,       -2.88632157,      -7.351757514
          0,           0,        3602,      -7.485040885,      -4.658175155,      -6.001351718,      -2.888153298,      -7.353176047
          0,           0,        3603,      -7.485475663,      -4.659847754,      -6.003267748,      -2.889983288,      -7.354596834
          0,           0,        3604,      -7.485910138,      -4.661519191,      -6.005185164,      -2.891811503,      -7.356019875
          0,           0,        3605,      -7.486344312,      -4.663189458,      -6.007104013,      -2.893637956,      -7.357445168
          0,           0,        3606,      -7.486778186,       -4.66485855,      -6.009024251,      -2.895462612,      -7.358872712
          0,           0,        3607,      -7.487211762,       -4.66652646,      -6.010945923,      -2.897285437,      -7.360302506
          0,           0,        3608,      -7.487645042,      -4.668193181,      -6.012868998,      -2.899106461,      -7.361734549
          0,           0,        3609,      -7.488078026,      -4.669858706,      -6.014793495,       -2.90092561,      -7.363168839
          0,           0,        3610,      -7.488510716,      -4.671523029,      -6.016719391,      -2.902742905,      -7.364605377
          0,           0,        3611,      -7.488943113,      -4.673186144,      -6.018646716,      -2.904558294,      -7.366044161
          0,           0,        3612,       -7.48937522,      -4.674848044,      -6.020575454,       -2.90637179,      -7.367485189
          0,           0,        3613,      -7.489807037,      -4.676508722,      -6.022505599,      -2.908183359,      -7.368928461
          0,           0,        3614,      -7.490238567,      -4.678168172,      -6.024437151,      -2.909992971,      -7.370373976
          0,           0,        3615,      -7.490669809,      -4.679826387,      -6.026370106,      -2.911800637,      -7.371821734
          0,           0,        3616,      -7.491100766,      -4.681483361,      -6.028304497,      -2.913606325,      -7.373271732
          0,           0,        3617,      -7.491531439,      -4.683139088,      -6.030240269,       -2.91540998,      -7.374723971
          0,           0,        3618,       -7.49196183,      -4.684793561,      -6.032177485,      -2.917211652,      -7.376178449
          0,           0,        3619,       -7.49239194,      -4.686446774,      -6.034116089,      -2.919011257,      -7.377635166
          0,           0,        3620,       -7.49282177,      -4.688098721,      -6.036056129,      -2.920808829,       -7.37909412
          0,           0,        3621,      -7.493251322,      -4.689749395,      -6.037997555,      -2.922604298,      -7.380555311
          0,           0,        3622,      -7.493680597,      -4.691398789,      -6.039940398,      -2.924397691,      -7.382018739
          0,           0,        3623,      -7.494109596,      -4.693046899,      -6.041884664,       -2.92618897,      -7.383484402
          0,           0,        3624,      -7.494538322,      -4.694693716,       -6.04383033,      -2.927978109,      -7.384952299
          0,           0,        3625,      -7.494966774,      -4.696339237,      -6.045777415,      -2.929765092,       -7.38642243
          0,           0,        3626,      -7.495394956,      -4.697983453,      -6.047725883,      -2.931549904,      -7.387894795
          0,           0,        3627,      -7.495822866,      -4.699626359,      -6.049675803,      -2.933332535,      -7.389369392
          0,           0,        3628,      -7.496250509,      -4.701267949,      -6.051627104,      -2.935112935,      -7.390846221
          0,           0,        3629,      -7.496677884,      -4.702908217,      -6.053579802,      -2.936891136,      -7.392325282
          0,           0,        3630,      -7.497104994,      -4.704547157,      -6.055533944,      -2.938667068,      -7.393806573
          0,           0,        3631,      -7.497531838,      -4.706184763,      -6.057489475,      -2.940440733,      -7.395290094
