"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        6082,      -8.443201809,      -5.844881549,      -8.071274121,      -3.954824847,       -10.1750502
          0,           0,        6083,      -8.443572179,      -5.845097367,      -8.071536404,      -3.955081188,      -10.17521369
          0,           0,        6084,      -8.443942514,      -5.845313295,       -8.07180097,      -3.955337789,      -10.17537663
          0,           0,        6085,      -8.444312825,      -5.845529333,      -8.072063119,      -3.955594296,      -10.17553902
          0,           0,        6086,      -8.444683104,      -5.845745482,      -8.072324948,      -3.955850894,      -10.17570086
          0,           0,        6087,      -8.445053352,      -5.845961741,      -8.072589105,      -3.956107607,      -10.17586215
          0,           0,        6088,      -8.445423573,      -5.846178109,      -8.072851611,       -3.95636424,      -10.17602291
          0,           0,        6089,      -8.445793768,      -5.846394588,      -8.073113428,      -3.956620913,      -10.17618312
          0,           0,        6090,       -8.44616393,      -5.846611177,      -8.073377035,      -3.956877696,      -10.17634279
          0,           0,        6091,      -8.446534068,      -5.846827876,      -8.073637873,      -3.957134398,      -10.17650193
          0,           0,        6092,      -8.446904171,      -5.847044685,      -8.073900328,      -3.957391269,      -10.17666053
          0,           0,        6093,      -8.447274249,      -5.847261604,      -8.074162102,      -3.957648088,       -10.1768186
          0,           0,        6094,      -8.447644295,      -5.847478633,      -8.074425692,      -3.957905076,      -10.17697614
          0,           0,        6095,      -8.448014315,      -5.847695772,      -8.074685575,      -3.958161971,      -10.17713315
          0,           0,        6096,      -8.448384301,      -5.847913021,      -8.074949555,      -3.958419011,      -10.17728963
          0,           0,        6097,      -8.448754263,      -5.848130379,      -8.075208634,      -3.958675997,      -10.17744558
          0,           0,        6098,      -8.449124197,      -5.848347847,       -8.07547207,      -3.958933025,      -10.17760101
          0,           0,        6099,      -8.449494095,      -5.848565426,      -8.075732878,      -3.959190187,      -10.17775591
          0,           0,        6100,      -8.449863969,      -5.848783113,      -8.075993405,       -3.95944729,      -10.17791028
          0,           0,        6101,      -8.450233813,      -5.849000911,      -8.076255658,      -3.959704422,      -10.17806413
          0,           0,        6102,      -8.450603626,      -5.849218818,      -8.076516248,      -3.959961706,      -10.17821745
          0,           0,        6103,      -8.450973414,      -5.849436835,      -8.076778769,      -3.960218896,      -10.17837025
          0,           0,        6104,      -8.451343169,       -5.84965496,      -8.077038581,      -3.960476184,      -10.17852253
          0,           0,        6105,      -8.451712892,      -5.849873197,      -8.077299545,      -3.960733592,      -10.17867428
          0,           0,        6106,      -8.452082589,      -5.850091541,      -8.077559435,      -3.960990911,      -10.17882552
          0,           0,        6107,      -8.452452256,      -5.850309996,      -8.077822465,      -3.961248338,      -10.17897623
          0,           0,        6108,      -8.452821895,       -5.85052856,      -8.078081569,      -3.961505777,      -10.17912642
          0,           0,        6109,      -8.453191502,      -5.850747234,      -8.078341263,       -3.96176336,      -10.17927609
          0,           0,        6110,      -8.453561082,      -5.850966017,       -8.07860267,      -3.962020808,      -10.17942524
          0,           0,        6111,      -8.453930632,      -5.851184909,      -8.078862638,      -3.962278453,      -10.17957388
          0,           0,        6112,      -8.454300154,       -5.85140391,      -8.079123238,      -3.962535969,        -10.179722
          0,           0,        6113,      -8.454669643,      -5.851623021,      -8.079381962,      -3.962793644,       -10.1798696
          0,           0,        6114,      -8.455039105,      -5.851842241,       -8.07964271,      -3.963051335,      -10.18001669
          0,           0,        6115,      -8.455408533,       -5.85206157,      -8.079901756,      -3.963309079,      -10.18016327
          0,           0,        6116,      -8.455777935,      -5.852281008,      -8.080160811,       -3.96356685,      -10.18030933
          0,           0,        6117,      -8.456147308,      -5.852500555,      -8.080422316,        -3.9638246,      -10.18045488
          0,           0,        6118,       -8.45651665,      -5.852720213,      -8.080679941,      -3.964082526,      -10.18059992
          0,           0,        6119,      -8.456885965,      -5.852939977,      -8.080940539,      -3.964340254,      -10.18074446
          0,           0,        6120,      -8.457255248,      -5.853159851,      -8.081199108,      -3.964598261,      -10.18088848
          0,           0,        6121,      -8.457624499,      -5.853379835,      -8.081457699,      -3.964856327,        -10.181032
          0,           0,        6122,      -8.457993729,      -5.853599928,      -8.081718724,      -3.965114107,      -10.18117501
          0,           0,        6123,      -8.458362917,      -5.853820128,      -8.081976225,      -3.965372323,      -10.18131751
          0,           0,        6124,      -8.458732085,      -5.854040438,      -8.082235116,      -3.965630298,      -10.18145952
          0,           0,        6125,      -8.459101216,      -5.854260857,      -8.082493498,      -3.965888437,      -10.18160102
          0,           0,        6126,      -8.459470321,      -5.854481385,      -8.082752702,      -3.966146567,      -10.18174202
          0,           0,        6127,      -8.459839393,      -5.854702021,      -8.083011442,      -3.966404844,      -10.18188252
          0,           0,        6128,      -8.460208435,      -5.854922766,      -8.083268613,      -3.966663066,      -10.18202252
          0,           0,        6129,      -8.460577454,       -5.85514362,      -8.083527757,      -3.966921293,      -10.18216202
          0,           0,        6130,      -8.460946439,      -5.855364582,      -8.083785846,      -3.967179583,      -10.18230102
          0,           0,        6131,      -8.461315392,      -5.855585652,      -8.084042856,      -3.967437958,      -10.18243953
          0,           0,        6132,      -8.461684316,      -5.855806832,      -8.084301125,      -3.967696414,      -10.18257754
          0,           0,        6133,      -8.462053211,      -5.856028119,      -8.084559447,      -3.967954768,      -10.18271506
          0,           0,        6134,      -8.462422073,      -5.856249516,      -8.084816696,      -3.968213248,      -10.18285209
          0,           0,        6135,      -8.462790909,      -5.856471021,      -8.085075349,      -3.968471711,      -10.18298863
          0,           0,        6136,       -8.46315971,      -5.856692634,      -8.085331357,      -3.968730441,      -10.18312467
          0,           0,        6137,      -8.463528487,      -5.856914356,       -8.08558939,      -3.968988887,      -10.18326023
          0,           0,        6138,       -8.46389723,      -5.857136185,      -8.085847366,      -3.969247506,       -10.1833953
          0,           0,        6139,      -8.464265943,      -5.857358123,      -8.086103765,      -3.969506176,      -10.18352988
          0,           0,        6140,      -8.464634626,      -5.857580171,      -8.086360594,      -3.969764933,      -10.18366398
          0,           0,        6141,      -8.465003281,      -5.857802325,      -8.086618501,      -3.970023557,      -10.18379759
          0,           0,        6142,      -8.465371901,      -5.858024588,      -8.086874733,      -3.970282412,      -10.18393073
          0,           0,        6143,      -8.465740496,      -5.858246959,      -8.087130779,      -3.970541258,      -10.18406338
          0,           0,        6144,      -8.466109055,      -5.858469439,      -8.087388565,      -3.970800195,      -10.18419556
          0,           0,        6145,       -8.46647759,      -5.858692026,      -8.087644832,      -3.971058926,      -10.18432725
          0,           0,        6146,      -8.466846087,      -5.858914721,      -8.087899657,      -3.971318078,      -10.18445847
          0,           0,        6147,       -8.46721456,      -5.859137525,      -8.088157099,      -3.971576953,       -10.1845892
          0,           0,        6148,      -8.467583005,      -5.859360437,      -8.088413637,      -3.971835841,      -10.18471946
          0,           0,        6149,      -8.467951408,      -5.859583455,      -8.088669017,      -3.972095023,      -10.18484924
          0,           0,        6150,      -8.468319789,      -5.859806584,      -8.088924135,      -3.972354152,      -10.18497854
          0,           0,        6151,      -8.468688141,      -5.860029818,      -8.089181761,      -3.972613231,      -10.18510737
          0,           0,        6152,      -8.469056461,      -5.860253162,      -8.089436214,      -3.972872371,      -10.18523573
          0,           0,        6153,      -8.469424745,      -5.860476612,      -8.089694009,       -3.97313166,      -10.18536362
          0,           0,        6154,      -8.469793005,      -5.860700171,      -8.089946238,      -3.973390859,      -10.18549103
          0,           0,        6155,      -8.470161229,      -5.860923838,      -8.090204833,      -3.973650178,      -10.18561797
          0,           0,        6156,      -8.470529427,      -5.861147612,      -8.090458863,      -3.973909434,      -10.18574445
          0,           0,        6157,       -8.47089759,      -5.861371494,      -8.090713113,      -3.974168901,      -10.18587046
          0,           0,        6158,      -8.471265726,      -5.861595484,      -8.090969288,      -3.974428271,        -10.185996
          0,           0,        6159,       -8.47163383,      -5.861819581,      -8.091223771,      -3.974687757,      -10.18612108
          0,           0,        6160,      -8.472001903,      -5.862043786,      -8.091478717,      -3.974947306,      -10.18624569
          0,           0,        6161,      -8.472369948,      -5.862268099,      -8.091734556,      -3.975206784,      -10.18636984
          0,           0,        6162,      -8.472737957,      -5.862492518,      -8.091988172,      -3.975466317,      -10.18649353
          0,           0,        6163,      -8.473105941,      -5.862717046,      -8.092241891,      -3.975725889,      -10.18661676
          0,           0,        6164,      -8.473473886,       -5.86294168,      -8.092497685,      -3.975985628,      -10.18673953
          0,           0,        6165,      -8.473841808,      -5.863166423,      -8.092750797,      -3.976245268,      -10.18686184
          0,           0,        6166,      -8.474209693,      -5.863391273,      -8.093005063,      -3.976505065,      -10.18698369
          0,           0,        6167,      -8.474577554,       -5.86361623,      -8.093260636,      -3.976764749,      -10.18710509
          0,           0,        6168,       -8.47494538,      -5.863841295,      -8.093513779,      -3.977024586,      -10.18722603
          0,           0,        6169,      -8.475313175,      -5.864066466,      -8.093766551,      -3.977284457,      -10.18734652
          0,           0,        6170,       -8.47568094,      -5.864291746,      -8.094021113,      -3.977544267,      -10.18746656
          0,           0,        6171,      -8.476048669,      -5.864517132,        -8.0942751,      -3.977804268,      -10.18758614
          0,           0,        6172,      -8.476416375,      -5.864742626,      -8.094528133,      -3.978064239,      -10.18770528
          0,           0,        6173,      -8.476784047,      -5.864968227,      -8.094782665,      -3.978324089,      -10.18782396
          0,           0,        6174,      -8.477151684,      -5.865193934,      -8.095034772,       -3.97858429,       -10.1879422
          0,           0,        6175,      -8.477519295,       -5.86541975,      -8.095287975,      -3.978844347,      -10.18805998
          0,           0,        6176,      -8.477886874,      -5.865645672,      -8.095542023,      -3.979104434,      -10.18817733
          0,           0,        6177,       -8.47825442,      -5.865871701,      -8.095795906,      -3.979364672,      -10.18829422
          0,           0,        6178,      -8.478621937,      -5.866097836,      -8.096046831,      -3.979624771,      -10.18841068
          0,           0,        6179,      -8.478989419,       -5.86632408,      -8.096301296,      -3.979885067,      -10.18852669
          0,           0,        6180,      -8.479356875,      -5.866550431,      -8.096552237,      -3.980145305,      -10.18864226
          0,           0,        6181,      -8.479724297,      -5.866776888,      -8.096806407,      -3.980405649,      -10.18875739
          0,           0,        6182,      -8.480091685,      -5.867003452,      -8.097059201,      -3.980666036,      -10.18887208
          0,           0,        6183,      -8.480459044,      -5.867230123,      -8.097309653,      -3.980926374,      -10.18898633
          0,           0,        6184,      -8.480826369,        -5.8674569,      -8.097564163,      -3.981186852,      -10.18910015
          0,           0,        6185,      -8.481193671,      -5.867683786,      -8.097815015,      -3.981447244,      -10.18921353
          0,           0,        6186,       -8.48156093,      -5.867910777,      -8.098067944,      -3.981707863,      -10.18932647
          0,           0,        6187,      -8.481928167,      -5.868137875,      -8.098318025,      -3.981968389,      -10.18943898
          0,           0,        6188,      -8.482295375,      -5.868365081,      -8.098571954,      -3.982228978,      -10.18955106
          0,           0,        6189,      -8.482662544,      -5.868592392,      -8.098824028,      -3.982489597,      -10.18966271
          0,           0,        6190,      -8.483029679,       -5.86881981,      -8.099073835,      -3.982750357,      -10.18977392
          0,           0,        6191,      -8.483396784,      -5.869047335,       -8.09932687,      -3.983011053,      -10.18988471
          0,           0,        6192,      -8.483763863,      -5.869274967,      -8.099577271,      -3.983271786,      -10.18999507
          0,           0,        6193,      -8.484130908,      -5.869502705,      -8.099830263,      -3.983532552,        -10.190105
          0,           0,        6194,      -8.484497921,       -5.86973055,      -8.100080164,      -3.983793415,      -10.19021451
          0,           0,        6195,      -8.484864904,      -5.869958501,      -8.100332455,      -3.984054258,      -10.19032359
          0,           0,        6196,      -8.485231853,      -5.870186559,      -8.100582595,      -3.984315167,      -10.19043225
          0,           0,        6197,       -8.48559877,      -5.870414724,      -8.100833985,      -3.984576166,      -10.19054048
          0,           0,        6198,      -8.485965655,      -5.870642994,      -8.101085396,      -3.984837122,       -10.1906483
          0,           0,        6199,      -8.486332512,      -5.870871371,      -8.101335259,      -3.985098127,      -10.19075569
          0,           0,        6200,      -8.486699331,      -5.871099854,      -8.101585851,      -3.985359271,      -10.19086266
          0,           0,        6201,      -8.487066124,      -5.871328444,      -8.101837512,      -3.985620357,      -10.19096922
          0,           0,        6202,      -8.487432883,       -5.87155714,      -8.102086984,        -3.9858815,      -10.19107536
          0,           0,        6203,      -8.487799612,      -5.871785942,      -8.102337547,       -3.98614266,      -10.19118108
          0,           0,        6204,      -8.488166308,      -5.872014851,      -8.102589002,      -3.986403896,      -10.19128639
          0,           0,        6205,      -8.488532971,      -5.872243865,      -8.102839364,      -3.986665156,      -10.19139128
          0,           0,        6206,      -8.488899601,      -5.872472986,      -8.103087371,      -3.986926572,      -10.19149576
          0,           0,        6207,      -8.489266202,      -5.872702214,      -8.103339811,      -3.987187803,      -10.19159983
          0,           0,        6208,      -8.489632765,      -5.872931547,       -8.10358923,      -3.987449323,      -10.19170349
          0,           0,        6209,      -8.489999307,      -5.873160986,      -8.103838897,      -3.987710581,      -10.19180674
          0,           0,        6210,      -8.490365809,      -5.873390531,      -8.104086979,      -3.987972182,      -10.19190958
          0,           0,        6211,      -8.490732282,      -5.873620183,      -8.104339016,      -3.988233606,      -10.19201202
          0,           0,        6212,       -8.49109872,       -5.87384994,      -8.104589355,      -3.988495159,      -10.19211405
          0,           0,        6213,      -8.491465126,      -5.874079803,      -8.104837727,       -3.98875676,      -10.19221567
          0,           0,        6214,      -8.491831499,      -5.874309773,      -8.105086915,      -3.989018424,      -10.19231689
          0,           0,        6215,      -8.492197846,      -5.874539848,       -8.10533601,      -3.989280042,      -10.19241771
          0,           0,        6216,      -8.492564154,      -5.874770028,      -8.105583736,      -3.989541761,      -10.19251812
          0,           0,        6217,      -8.492930434,      -5.875000315,       -8.10583369,      -3.989803489,      -10.19261813
          0,           0,        6218,      -8.493296683,      -5.875230708,      -8.106083314,      -3.990065267,      -10.19271775
          0,           0,        6219,      -8.493662896,      -5.875461207,      -8.106332029,      -3.990327129,      -10.19281696
          0,           0,        6220,      -8.494029079,      -5.875691811,      -8.106581194,      -3.990588984,      -10.19291578
          0,           0,        6221,       -8.49439523,      -5.875922521,      -8.106830348,      -3.990850854,       -10.1930142
          0,           0,        6222,      -8.494761347,      -5.876153336,      -8.107078052,      -3.991112803,      -10.19311223
          0,           0,        6223,      -8.495127432,      -5.876384257,      -8.107327737,      -3.991374813,      -10.19320986
          0,           0,        6224,      -8.495493487,      -5.876615284,      -8.107574042,      -3.991636775,      -10.19330709
          0,           0,        6225,      -8.495859503,      -5.876846416,       -8.10782463,      -3.991898857,      -10.19340394
          0,           0,        6226,      -8.496225493,      -5.877077654,      -8.108071016,      -3.992160975,      -10.19350039
          0,           0,        6227,      -8.496591449,      -5.877308998,      -8.108320275,      -3.992423078,      -10.19359646
          0,           0,        6228,       -8.49695737,      -5.877540446,      -8.108567583,      -3.992685284,      -10.19369213
          0,           0,        6229,      -8.497323261,      -5.877772001,      -8.108815211,      -3.992947405,      -10.19378742
          0,           0,        6230,      -8.497689114,       -5.87800366,      -8.109064886,      -3.993209827,      -10.19388231
          0,           0,        6231,      -8.498054945,      -5.878235426,       -8.10931023,      -3.993472089,      -10.19397683
          0,           0,        6232,       -8.49842074,      -5.878467295,       -8.10956021,      -3.993734324,      -10.19407095
          0,           0,        6233,        -8.4987865,      -5.878699272,      -8.109807308,      -3.993996764,      -10.19416469
          0,           0,        6234,      -8.499152225,      -5.878931352,      -8.110054373,      -3.994259194,      -10.19425805
          0,           0,        6235,      -8.499517922,      -5.879163539,      -8.110301268,      -3.994521602,      -10.19435103
          0,           0,        6236,      -8.499883582,       -5.87939583,      -8.110549997,      -3.994784055,      -10.19444363
          0,           0,        6237,      -8.500249211,      -5.879628227,      -8.110796355,      -3.995046676,      -10.19453584
          0,           0,        6238,       -8.50061481,      -5.879860729,      -8.111041988,      -3.995309189,      -10.19462768
          0,           0,        6239,      -8.500980372,      -5.880093335,      -8.111292192,       -3.99557181,      -10.19471913
          0,           0,        6240,      -8.501345901,      -5.880326047,      -8.111538639,      -3.995834482,      -10.19481022
          0,           0,        6241,      -8.501711402,      -5.880558864,      -8.111783734,      -3.996097185,      -10.19490092
          0,           0,        6242,      -8.502076869,      -5.880791786,      -8.112030801,      -3.996359866,      -10.19499125
          0,           0,        6243,      -8.502442301,      -5.881024812,      -8.112276565,      -3.996622542,      -10.19508121
          0,           0,        6244,      -8.502807695,      -5.881257945,      -8.112525395,      -3.996885517,      -10.19517079
          0,           0,        6245,      -8.503173068,      -5.881491181,      -8.112771045,      -3.997148228,      -10.19526001
          0,           0,        6246,      -8.503538401,      -5.881724523,       -8.11301638,      -3.997411172,      -10.19534885
          0,           0,        6247,        -8.5039037,       -5.88195797,      -8.113263858,      -3.997674198,      -10.19543733
          0,           0,        6248,      -8.504268971,       -5.88219152,      -8.113508608,      -3.997937014,      -10.19552544
          0,           0,        6249,      -8.504634204,      -5.882425176,      -8.113757054,      -3.998200084,      -10.19561319
          0,           0,        6250,      -8.504999403,      -5.882658937,      -8.114000602,      -3.998463178,      -10.19570057
          0,           0,        6251,      -8.505364574,      -5.882892802,      -8.114247784,      -3.998726153,       -10.1957876
          0,           0,        6252,      -8.505729712,      -5.883126771,      -8.114493361,      -3.998989239,      -10.19587426
          0,           0,        6253,      -8.506094814,      -5.883360846,       -8.11473921,      -3.999252415,      -10.19596056
          0,           0,        6254,      -8.506459881,      -5.883595025,      -8.114983508,      -3.999515686,       -10.1960465
          0,           0,        6255,      -8.506824922,      -5.883829308,      -8.115231669,      -3.999778818,      -10.19613208
          0,           0,        6256,      -8.507189918,      -5.884063696,      -8.115474462,      -4.000042214,       -10.1962173
          0,           0,        6257,       -8.50755489,      -5.884298188,      -8.115721883,      -4.000305436,      -10.19630216
          0,           0,        6258,      -8.507919827,      -5.884532785,      -8.115966064,      -4.000568828,      -10.19638667
          0,           0,        6259,       -8.50828473,      -5.884767486,      -8.116211114,      -4.000832174,      -10.19647082
          0,           0,        6260,        -8.5086496,      -5.885002292,       -8.11645518,       -4.00109564,      -10.19655462
          0,           0,        6261,      -8.509014438,      -5.885237201,      -8.116701945,      -4.001359069,      -10.19663806
          0,           0,        6262,       -8.50937924,      -5.885472215,      -8.116945756,      -4.001622646,      -10.19672115
          0,           0,        6263,      -8.509744008,      -5.885707333,      -8.117190196,      -4.001886148,      -10.19680388
          0,           0,        6264,      -8.510108746,      -5.885942556,      -8.117436172,      -4.002149754,      -10.19688627
          0,           0,        6265,      -8.510473448,      -5.886177882,      -8.117677741,      -4.002413353,       -10.1969683
          0,           0,        6266,      -8.510838121,      -5.886413312,      -8.117924483,      -4.002676937,      -10.19704999
          0,           0,        6267,      -8.511202751,      -5.886648847,      -8.118167455,      -4.002940789,      -10.19713132
          0,           0,        6268,      -8.511567353,      -5.886884485,      -8.118412849,      -4.003204461,      -10.19721231
          0,           0,        6269,      -8.511931925,      -5.887120228,      -8.118657379,      -4.003468197,      -10.19729295
          0,           0,        6270,      -8.512296463,      -5.887356075,      -8.118899339,      -4.003732009,      -10.19737324
          0,           0,        6271,      -8.512660964,      -5.887592025,      -8.119145342,      -4.003995858,      -10.19745319
          0,           0,        6272,      -8.513025427,      -5.887828078,      -8.119389323,       -4.00425981,       -10.1975328
          0,           0,        6273,      -8.513389864,      -5.888064237,      -8.119632459,      -4.004523719,      -10.19761206
          0,           0,        6274,      -8.513754264,      -5.888300498,      -8.119875796,      -4.004787676,      -10.19769098
          0,           0,        6275,       -8.51411863,      -5.888536863,      -8.120118095,      -4.005051643,      -10.19776956
          0,           0,        6276,      -8.514482962,      -5.888773333,      -8.120360239,      -4.005315755,       -10.1978478
          0,           0,        6277,      -8.514847262,      -5.889009906,      -8.120607722,      -4.005579874,       -10.1979257
          0,           0,        6278,      -8.515211529,      -5.889246582,       -8.12084867,      -4.005843895,      -10.19800326
          0,           0,        6279,      -8.515575759,      -5.889483362,       -8.12109029,      -4.006108129,      -10.19808049
          0,           0,        6280,      -8.515939961,      -5.889720245,      -8.121334577,       -4.00637216,      -10.19815738
          0,           0,        6281,      -8.516304119,      -5.889957232,      -8.121576271,       -4.00663659,      -10.19823393
          0,           0,        6282,      -8.516668253,      -5.890194322,      -8.121820618,       -4.00690081,      -10.19831015
          0,           0,        6283,      -8.517032349,      -5.890431516,      -8.122062591,      -4.007165063,      -10.19838604
          0,           0,        6284,      -8.517396413,      -5.890668813,      -8.122304809,      -4.007429423,      -10.19846159
          0,           0,        6285,      -8.517760437,      -5.890906213,      -8.122547245,      -4.007693896,      -10.19853682
          0,           0,        6286,      -8.518124435,      -5.891143717,       -8.12279003,      -4.007958243,      -10.19861171
          0,           0,        6287,      -8.518488394,      -5.891381323,      -8.123031148,      -4.008222685,      -10.19868628
          0,           0,        6288,      -8.518852319,      -5.891619033,      -8.123274201,       -4.00848729,      -10.19876051
          0,           0,        6289,      -8.519216211,      -5.891856846,      -8.123514644,      -4.008751803,      -10.19883442
          0,           0,        6290,      -8.519580069,      -5.892094763,      -8.123757183,      -4.009016336,        -10.198908
          0,           0,        6291,      -8.519943894,      -5.892332782,      -8.123999568,      -4.009280971,      -10.19898126
          0,           0,        6292,      -8.520307686,      -5.892570904,      -8.124240556,      -4.009545586,      -10.19905419
          0,           0,        6293,      -8.520671441,      -5.892809129,       -8.12448269,      -4.009810251,       -10.1991268
          0,           0,        6294,      -8.521035156,      -5.893047456,      -8.124721376,      -4.010075083,      -10.19919909
          0,           0,        6295,      -8.521398852,      -5.893285889,      -8.124964523,      -4.010339736,      -10.19927106
          0,           0,        6296,      -8.521762501,      -5.893524421,      -8.125205718,      -4.010604617,       -10.1993427
          0,           0,        6297,      -8.522126122,      -5.893763058,      -8.125448134,      -4.010869371,      -10.19941402
          0,           0,        6298,      -8.522489701,      -5.894001797,      -8.125685659,      -4.011134373,      -10.19948503
          0,           0,        6299,      -8.522853251,      -5.894240638,      -8.125928131,      -4.011399237,      -10.19955572
          0,           0,        6300,       -8.52321677,      -5.894479583,      -8.126169561,       -4.01166412,      -10.19962609
          0,           0,        6301,      -8.523580249,       -5.89471863,      -8.126409462,      -4.011929105,      -10.19969614
          0,           0,        6302,      -8.523943694,       -5.89495778,      -8.126648221,      -4.012194204,      -10.19976588
          0,           0,        6303,      -8.524307107,      -5.895197032,      -8.126889112,      -4.012459245,      -10.19983531
          0,           0,        6304,      -8.524670487,      -5.895436387,      -8.127130941,       -4.01272433,      -10.19990442
          0,           0,        6305,      -8.525033829,      -5.895675844,       -8.12736863,      -4.012989468,      -10.19997322
          0,           0,        6306,      -8.525397139,      -5.895915403,      -8.127609244,      -4.013254673,       -10.2000417
          0,           0,        6307,      -8.525760414,      -5.896155065,      -8.127850289,      -4.013519882,      -10.20010988
          0,           0,        6308,      -8.526123652,      -5.896394829,      -8.128087692,      -4.013785112,      -10.20017775
          0,           0,        6309,      -8.526486857,      -5.896634694,      -8.128328023,      -4.014050336,      -10.20024531
          0,           0,        6310,      -8.526850023,      -5.896874663,      -8.128567633,       -4.01431572,      -10.20031256
          0,           0,        6311,       -8.52721316,      -5.897114734,      -8.128806925,      -4.014581076,       -10.2003795
          0,           0,        6312,      -8.527576264,      -5.897354906,      -8.129044244,       -4.01484642,      -10.20044614
          0,           0,        6313,      -8.527939332,      -5.897595181,      -8.129284647,      -4.015111861,      -10.20051247
          0,           0,        6314,       -8.52830236,      -5.897835557,      -8.129523029,      -4.015377382,       -10.2005785
          0,           0,        6315,      -8.528665355,      -5.898076036,      -8.129761474,      -4.015642825,      -10.20064423
          0,           0,        6316,      -8.529028319,      -5.898316617,       -8.12999982,      -4.015908389,      -10.20070965
          0,           0,        6317,      -8.529391246,      -5.898557299,      -8.130239039,      -4.016173977,      -10.20077477
          0,           0,        6318,       -8.52975414,      -5.898798083,      -8.130476666,      -4.016439563,       -10.2008396
          0,           0,        6319,      -8.530116992,      -5.899038968,      -8.130715431,      -4.016705218,      -10.20090412
          0,           0,        6320,      -8.530479817,      -5.899279956,      -8.130952692,      -4.016970914,      -10.20096834
          0,           0,        6321,      -8.530842608,      -5.899521046,      -8.131190265,      -4.017236595,      -10.20103227
          0,           0,        6322,      -8.531205357,      -5.899762237,      -8.131428365,      -4.017502473,      -10.20109589
          0,           0,        6323,      -8.531568077,      -5.900003529,       -8.13166506,      -4.017768141,      -10.20115923
          0,           0,        6324,      -8.531930758,      -5.900244923,      -8.131904604,      -4.018034011,      -10.20122226
          0,           0,        6325,      -8.532293405,      -5.900486419,      -8.132140481,       -4.01829994,      -10.20128501
          0,           0,        6326,      -8.532656016,      -5.900728015,      -8.132377923,       -4.01856577,      -10.20134746
          0,           0,        6327,      -8.533018593,      -5.900969714,      -8.132612914,      -4.018831756,      -10.20140961
          0,           0,        6328,      -8.533381138,      -5.901211513,      -8.132851507,      -4.019097698,      -10.20147148
          0,           0,        6329,      -8.533743647,      -5.901453414,      -8.133088738,       -4.01936365,      -10.20153306
          0,           0,        6330,      -8.534106116,      -5.901695416,      -8.133324946,      -4.019629744,      -10.20159434
          0,           0,        6331,      -8.534468553,       -5.90193752,      -8.133559932,      -4.019895777,      -10.20165534
          0,           0,        6332,      -8.534830952,      -5.902179724,      -8.133796994,         -4.020162,      -10.20171605
          0,           0,        6333,      -8.535193323,       -5.90242203,      -8.134033034,      -4.020428073,      -10.20177648
          0,           0,        6334,      -8.535555652,      -5.902664437,      -8.134269558,      -4.020694282,      -10.20183663
          0,           0,        6335,      -8.535917945,      -5.902906945,      -8.134504738,      -4.020960524,      -10.20189649
          0,           0,        6336,      -8.536280206,      -5.903149553,      -8.134741003,      -4.021226716,      -10.20195607
          0,           0,        6337,      -8.536642433,      -5.903392263,      -8.134975028,      -4.021493031,      -10.20201537
          0,           0,        6338,       -8.53700462,      -5.903635073,      -8.135211633,      -4.021759404,       -10.2020744
          0,           0,        6339,      -8.537366775,      -5.903877984,      -8.135446833,      -4.022025732,      -10.20213315
          0,           0,        6340,      -8.537728892,      -5.904120996,      -8.135681325,       -4.02229219,      -10.20219164
          0,           0,        6341,       -8.53809098,      -5.904364109,      -8.135915481,      -4.022558563,      -10.20224985
          0,           0,        6342,      -8.538453025,      -5.904607322,      -8.136153209,      -4.022825055,      -10.20230779
          0,           0,        6343,      -8.538815035,      -5.904850636,      -8.136384739,      -4.023091612,      -10.20236546
          0,           0,        6344,      -8.539177012,       -5.90509405,      -8.136619819,      -4.023358023,      -10.20242286
          0,           0,        6345,      -8.539538953,      -5.905337566,      -8.136854865,       -4.02362467,      -10.20247999
          0,           0,        6346,      -8.539900857,      -5.905581181,      -8.137087869,      -4.023891345,      -10.20253685
          0,           0,        6347,       -8.54026273,      -5.905824898,      -8.137323335,      -4.024157946,      -10.20259342
          0,           0,        6348,      -8.540624566,      -5.906068713,      -8.137556235,       -4.02442454,      -10.20264971
          0,           0,        6349,      -8.540986359,       -5.90631263,       -8.13778946,      -4.024691357,      -10.20270569
          0,           0,        6350,      -8.541348125,      -5.906556647,       -8.13802278,      -4.024958078,      -10.20276132
          0,           0,        6351,      -8.541709855,      -5.906800765,      -8.138257728,      -4.025224839,      -10.20281654
          0,           0,        6352,      -8.542071543,      -5.907044981,      -8.138489633,      -4.025491623,      -10.20287158
          0,           0,        6353,        -8.5424332,      -5.907289299,      -8.138722299,       -4.02575852,      -10.20292655
          0,           0,        6354,      -8.542794819,      -5.907533717,      -8.138956128,      -4.026025427,      -10.20298126
          0,           0,        6355,      -8.543156402,      -5.907778234,      -8.139188395,      -4.026292245,      -10.20303569
          0,           0,        6356,      -8.543517949,      -5.908022852,      -8.139422484,      -4.026559301,      -10.20308986
          0,           0,        6357,      -8.543879464,      -5.908267569,      -8.139651759,      -4.026826243,      -10.20314376
          0,           0,        6358,      -8.544240939,      -5.908512386,      -8.139884829,      -4.027093232,      -10.20319739
          0,           0,        6359,      -8.544602375,      -5.908757304,      -8.140117394,      -4.027360378,      -10.20325075
